site_id,ratings,text_reviews
ChIJGURRlsM0K4gRvjF3bakHYNM,4,"Had great service and good food. 

The steamed dumplings are amazing as well as possibly the best General Tao I've had so far. 

The pan friend dumplings were less good and quite salty though. 

But as far as I'm concerned if you stick to the steamed dumplings and other dishes everything was really good!"
ChIJGURRlsM0K4gRvjF3bakHYNM,5,"I really think this is the best dumplings in town. Their dumplings are so tasty and full of flavor from the boiled to the fried ones. Also a great selection of other Chinese dishes. 
The seating is limited and on weekends there's always a line up but It's worth the wait. 
Service is quick because it gets crowded so they want people in and out.
Only cash accepted!"
ChIJGURRlsM0K4gRvjF3bakHYNM,1,"The dumplings are alright but greasy (so are their chopsticks and plates), HOWEVER the service is beyond terrible. I'm Chinese and I'm used to having poor service as you go to Chinese restaurants for the food, not the service, but this restaurant a whole level worse. I've been here several times but this time was the worst service I've ever seen in my life. When we sat down (group of 5), they gave us one menu. After several minutes a waitress literally slapped down a pile of menus and walked away. They gave us plates and small dipping plates but upon taking our order she took our dipping plates away despite ordering dumplings and told another waitress that we're ""only ordering two things"" in Mandarin and assumed I didn't understand. We ate pretty quickly and when the bill came a waitress rudely kept saying ""give it here already"" and then complained that we didn't tip enough and the total doesn't include tip. I said that's all we're giving as the service was terrible and she demanded more tip. I informed her tip is a choice and we're not giving more then she thew the change we had for tip back to me and said ""get out of here fast, get out of here fast. Don't ever come back!"" 

I've seen bad service in my life but this was wow. Tip is not a legal requirement...and they should really wash their utensils and plates better. Not sure how they have a Pass for Dine Safe."
ChIJGURRlsM0K4gRvjF3bakHYNM,5,"We had arrived late to Toronto, and after checking into our hotel, we ventured out to Chinatown to find something amazing-- and that we did. Dumpling House Restaurant was not only one of the only spots open late on a Friday night, but also had a wait (both promising signs). While waiting for our table, we watched the dough rolled, formed, stuffed and fried/steamed in expert hands. We were seated at a small table at the center of the lively and cozy restaurant, and ordered a mix of both fried and steamed dumplings-- lamb, spicy chicken, pork with scallions, shrimp with vegetable. Absolutely delicious, with quick and friendly service."
ChIJGURRlsM0K4gRvjF3bakHYNM,5,"Amazing dumplings. I chose the pick 3 option and we had seafood, pork, and lamb. I think the pork was the best and it was amazing. Dipped them in soy sauce and hot chili mixed together"
ChIJmx6Xk8o0K4gR_jkDCsG80SY,4,"Good place to spend money. :) Steaks are good. Wine is good. Is it better than other steaks I’ve tried? Not really, but it’s definitely a good steak. The atmosphere and the staff are great. It’s a cozy quaint spot in the heart of Toronto. It gets lively in there, but that’s part of the experience."
ChIJmx6Xk8o0K4gR_jkDCsG80SY,4,"Located in the centre of Toronto with a classic interior and atmosphere. Visited on a Thursday, nice selection of beef on the menu and some pork and poultry choices as well. Servings are Canadian sized and meat is tender and taste was fine. If you are European and want a medium steak order medium rare. Staff are friendly, service is good and well paced. Premium prices."
ChIJmx6Xk8o0K4gR_jkDCsG80SY,4,"A classic, but not the best option at that price point. I recently returned to Barberian's for a special occasion and though it was a good time for all I couldn't help but think that at the price we were paying the quality should be a bit higher, the selection a bit more refined and the wine list better organized (it's an amazing list, but Italy could do with some level of subdivision). All the same, my steak was beautifully cooked and everyone had a great night."
ChIJmx6Xk8o0K4gR_jkDCsG80SY,5,"Amazing cozy little restaurant.  What a surprise, we had the rib steak and the chicken, the food was fantastic.  The chicken was flavourful and juicy, the steak was incredible.  Over and above the food, our waiter was fantastic, between the food and the staff, what an amazing experience.  On my list of one of, if not the best steakhouse experience."
ChIJmx6Xk8o0K4gR_jkDCsG80SY,1,"Most wasted money in my life! My mom and I ordered medium rare steaks. You'd think a place like that should know how to cook steaks to specific readiness. Nope! Mine was absolutely (and I mean absolutely!!!) rare while my mom's was between medium and well done. Mushed potato I ordered as a side was absolutely tasteless. I know there are different ways of cooking mushed potatoes, but this one had nothing in it but previously backed potato (no milk/cream, butter, salt, etc.). Rice that my mom had as her side was cheap tasteless type that was at least 2 days old. It was all clamped up and hard. When I made a comment about my steak to the server, he gave me such a grimace that I realized there was no point to even continue this conversation. No apology was offered at all. Save your money. Do NOT go to this place. There are plenty steak places in Toronto and can guarantee that absolutely any will be better than this place."
ChIJoRobZbU0K4gRAeRwPn2n0vU,5,"Food and service was awesome. Definitely partake of their mozzarella made in-house. We had the balsamic honey one. It was awesome. I had the smoked bacon and egg pizza, which was zingy but delicious. Portion sizes were perfect."
ChIJoRobZbU0K4gRAeRwPn2n0vU,4,"I have come here for both work functions and individual dates.  The food is quite good and the service is decent.  However, for some reason, whenever I am with a group, we are always seated at table 14 or 15 - by the kitchen which they try to sell as being cool because you watch the mozzarella being made.  However, you have to contend with other patrons coming by and standing by you or knocking your chair because they are watching the mozzarella.  Aside from those tables, I enjoy the restaurant."
ChIJoRobZbU0K4gRAeRwPn2n0vU,3,"We just arrived to the city after 14 hours in the plane, we were exhausted and really hungry!
But, our standards are really high when it comes to food.
So, we asked for recommendations and here we were, Italian restaurant and having lunch at 5pm!!
Waiters were friendly and food was good.
I would recommend you to go, if you are in the city for more than 2 days.
If not, I would say I have better options!"
ChIJoRobZbU0K4gRAeRwPn2n0vU,4,"Delicious food. Friendly staff. Cozy environment.

I recommend the butternut squash ravioli & the caprese salad (from what I’ve tried anyway)

A bit pricey for an Italian chain restaurant. Like, pasta ingredients are fairly cheap you know."
ChIJoRobZbU0K4gRAeRwPn2n0vU,4,"I was here recently with my family. I will say the service over all was very helpful, fast and accommodating (we asked to move initially). I had their butternut squash ravioli and it was absolutely delicious. And very filling. I had their charity bread, but it wasn't as good as I remembered it. I wasn't really enjoying the powdered parmesan on top. I also found the location to be very dark. I understand mood lighting is a thing, but a touch more brightness I feel would be slightly more comfortable. But really not that big of a deal at all. I do prefer the charity bread and the ambiance of the Square One location better, though it's been a while since I've been to that location. Over all we enjoyed ourselves and the food was good."
ChIJmR5AnsM0K4gRlGIeZrA964k,1,"Avoid this place, they purposefully add random charges to your bill! They scribble their bills in Chinese so that you won't be able to read or understand. Bunch of thieves. We had a great meal and was about to pay and leave a great tip and return to this restaurant but now will never return here. Really horrible place. Ripping honest people out of their money!"
ChIJmR5AnsM0K4gRlGIeZrA964k,4,"Good food. Staff are fast and friendly with orders.  Can be busy at times, can always get take out.  If you like curry, and like it spicy, don't miss out on the curry beef with rice, always my fave !"
ChIJmR5AnsM0K4gRlGIeZrA964k,3,"Been to this Chinese noodle house tons of times before. Very fast service here, not too big on friendly though. They have tons of stuff to eat, from noodles to BBQ to fried noodles and rice. Everything is usually pretty tasty as well. This visit not so much. Came earlier and had some congee. Restaurant wasn't full by any means but food took much linger than expected. To top it off wasn't as good as usual. I still will return as I've been here tons of times before and they are usually pretty good so maybe this time was a one off. I also do recommend to anyone looking for an authentic Chinese noodle house experience."
ChIJmR5AnsM0K4gRlGIeZrA964k,4,"Walked in around 6pm on a Saturday night and luckily was able to be seated right away.  Got the #174 BBQ Pork on Rice and it was good. Some of the pieces of pork were more fatty than I usually like but everything tasted great. 
Food arrived quickly after ordering and Although getting the waitresses attention was a little difficult overall good service."
ChIJmR5AnsM0K4gRlGIeZrA964k,3,"Good, inexpensive food. We got a huge amount for our money! Interactions with the staff were rather confusing and not terribly friendly. If that doesn’t bother you, it’s a good place to eat."
ChIJ3__45ss0K4gRQ1rlA9WLlUY,4,Very good place to eat. Food is typical Korean. Tasty and reasonably priced food. Portions are big enough for anyone. Service is very good as well. The attendant was very friendly and helpful. The place is simply decorated and is clean and comfy. Will visit again.
ChIJ3__45ss0K4gRQ1rlA9WLlUY,4,"A bit pricey but the food and  the service is good.

They gave us 6 side dishes to start. After we finished them all, we were only able to choose 2 at a time. I guess they are try to reduce waste.

You will not go wrong with this place."
ChIJ3__45ss0K4gRQ1rlA9WLlUY,2,This place is ultra expensive and appetizers ( below photo) which are small pickles they charge extra Fee for Refill. First time ever i see this place charging extra for appetizer. The food itself is the same almost as other Korean restaurants and a bit extra Salty. So next time if you decide to visit choose wise. Across the street there is other Korean restaurant which serves same food and Free appetizer refill. 😉
ChIJ3__45ss0K4gRQ1rlA9WLlUY,4,"Very typical Korean restaurant. However the food quality and prices are very good. The service is good and the servers are always checking to make sure everything is ok. However they only provide you with 2 additional side dishes and you cannot refill them all, even thought we had a table of 5. Otherwise everything else was good and the prices were decent for what you get."
ChIJ3__45ss0K4gRQ1rlA9WLlUY,5,"Great food and atmosphere. Excellent service. Kimchi just the way I like it, sour with a hint of sweetness."
ChIJLbNPx9E0K4gRIpDVnhmgUb8,5,"I think the best part of my visit there was the staff. Christian, the cashier was an absolute delight to speak to, he was well informed about the menu and generally just knew how to make people feel like this was the best place to be. Kudos to him. The food was amazing as well, the portions were huge and the Veggie Rainbow which was what i had made my tastebuds tingle with the mixture of all the sauces."
ChIJLbNPx9E0K4gRIpDVnhmgUb8,1,"For a place known for fries, i find the fries always under-cooked. I gave this place so many chances, but i wont be going back. Not even the cheese curds were melted! They were still hard and cold, and barely any grave at the bottom coating the under-cooked fries. I wanted to like you Smoke's, but sorry, not anymore!"
ChIJLbNPx9E0K4gRIpDVnhmgUb8,4,"Liked the Chicken and Waffles and Double Pork.  Background music was awesome- 80’s hair bands.  No wait, food served hot and fresh.  Now the bad- Bathroom was disgusting (which always makes me wonder about a restaurants cleanliness in general)."
ChIJLbNPx9E0K4gRIpDVnhmgUb8,3,"absolutely fine poutine place, each and every item is just marvelous and worthy of eating twice. the amount is quite satisfactory and the ambience is good as well. the one with beef and green peas would be one of the best ones. you can also try the one with bacon. My dish had just too much salt in it. i had to throw away half the food but without that aspect this is absolutely one of the best poutine place in Toronto, if not the best."
ChIJLbNPx9E0K4gRIpDVnhmgUb8,2,"For a place well known and only doing fries.
It did not live up to its name and standards for me. Fries were under done ( and soggy from the oil, wasn't close to the gravy ones). The cheese curds were not melted still hard.
And over salted gravy."
ChIJG1ubn9s0K4gRv7vo5hruH-I,5,"A great place that’s has been recently expanded and renovated. Super cute feminine style decor. Plush little velvet bar stools, plants and neon lights. 

I say at the bar and was entertained by Robert, which worked very well for me seeing as I was eating alone. 

The food selection was impressive, almost overwhelming (I like menus with just a few options). But incredibly delicious and just fresh, fun vegan food. 

I made a video of the place too, but can’t figure out how to upload it... 🤷🏽‍♀️

Loved it!"
ChIJG1ubn9s0K4gRv7vo5hruH-I,3,"This place is beautiful setting. We have order a daily soup and power something. Forgot the name already. Alittle surprised that there were so much rice. No flavour at that too. Appears there are some dressing at corners, maybe minimal on the salad. Lucky there was a piece of lemon to give it some flavour on the rice. It’s not very flavourful, the soup was not hot and super salty. I don’t hate it."
ChIJG1ubn9s0K4gRv7vo5hruH-I,4,been a couple of times. its a nice atmosphere with patio. take out not the fastest. Service pretty good
ChIJG1ubn9s0K4gRv7vo5hruH-I,1,"I have been living on Spadina and King for  over 15 years and I've been going to Fresh pretty much since then.  It was one my family's favourite places to have lunch. I always loved to order the Beach bowl.  While the place has now notably changed, the portions are tinier and the prices are up 45%.  The bowl, which used to be about $13.50 is now $19.50. For $15.50 portion you have a tinier ""bowl"" for 1/3 of the previous small size. I understand that cost of living is high in Toronto; however, this is now a complete rip off. Good luck with these new changes and prices. I doubt that that you will be able to sustain a loyal clientele for the next 10 years."
ChIJG1ubn9s0K4gRv7vo5hruH-I,5,"Food was delicious and loved the earthy vibes!! Service was great too, one of our dishes was cold and a bit burned..it was replaced right away with little incident. Enjoyed our brunch!"
ChIJm3rwl8M0K4gRM-t7jIKZ75A,5,"Nice sandwiches with great price. They also have plenty of tasty side dishes and Asian desserts. If you're craving for Vietnamese sandwiches, should never miss this place"
ChIJm3rwl8M0K4gRM-t7jIKZ75A,5,Amazing cheap food. Love their banh mi cold cut and sausage! They have great meal packages like vermicelli bowls and rice bowls. Yummy yummy in the tummy
ChIJm3rwl8M0K4gRM-t7jIKZ75A,4,"Fresh yummy vietnamese sandwiches are available here. They have some spring rolls and other deli dishes to go. It might be little hard to go in at the beginning, but just go inside and ask if you are not familiar with the culture."
ChIJm3rwl8M0K4gRM-t7jIKZ75A,5,"Don't come here for the service, but for the food. Banh mi is cheap (3.50) with plenty of Vietnamese snacks on the side. Cash only, no seating area, but the quality of the food for the price is astounding."
ChIJm3rwl8M0K4gRM-t7jIKZ75A,5,"I grab a Banh Mi from here like twice a week. $4, always fresh, crazy fast. This place is incredible."
ChIJVy3VyEc1K4gRiKpRrdp7vyg,5,"This place just opened and it is quickly becoming my favourite go to place in the area. The staff are friendly and attentive. But even more than that, the food is absolutely delicious with great presentation. The setting is relaxed. Perfect for any occasion. Highly recommended."
ChIJVy3VyEc1K4gRiKpRrdp7vyg,5,"This is the by far the best sushi spot in downtown Toronto. 

The tempura is crispy, the rice is perfect and the fish is incredibly fresh. It felt like the sushi chefs at Kinoya were dedicated to making sure we had an authentic experience and we were not disappointed.

Excellent selection of sake as well - we will definitely be back soon!"
ChIJVy3VyEc1K4gRiKpRrdp7vyg,5,"No other way to summarize other than amazing, staff is incredibly friendly, service is great, food is spectacular.

The fish is some of the freshest I've ever had and the prices are great. 

Sung and his staff are 10/10. Highly recommend this place to anyone."
ChIJVy3VyEc1K4gRiKpRrdp7vyg,5,"10/10 would recommend to anyone. Great prices, great staff. The fish is incredibly fresh every time. Sung is a sushi master!"
ChIJVy3VyEc1K4gRiKpRrdp7vyg,5,"This place is honestly a gem. The price might seem steep at first, but everything is made with such quality and care! The tempura has the perfect crunch, the sushi has just the right amount of rice, the teriyaki steak is cooked just how you like it... Its definitely worth it! It's absolutely fantastic and I hope it sticks around."
ChIJy6ferCkyK4gRWt3Mve7og1Q,5,"Fantastic food. Tried the #18....the Turkish flat bread with 5 different varieties all packed onto one bread. It was unbelievably delicious. The bread was big enough for 2 people to share and try each offering. Cant say enough good things about this place. They do shared both style service so get ready to meet new people and enjoy this meal. Love the wonky cave theme inside. Staff was super nice and attentive.  Prices are fair, our bread was 18.00 or so. Love it here and cant wait to come back."
ChIJy6ferCkyK4gRWt3Mve7og1Q,2,"Taste is moderate, but the service sucks. We ordered the same item for 3 people and they served one by one. Once everyone's orders were served, mine was already cooled down. Also, I asked for knife and fork, they just left them together somewhere randomly on the table and moved away. The most annoying part was the paper plates they use. They cover the actual plate with a sort of folio and put a paper plate on it in which the dish is served. Not surprisingly, melted cheese stuck on it and I couldn't eat some part of my food. Use some real material and don't be lazy to wash the dishes please!"
ChIJy6ferCkyK4gRWt3Mve7og1Q,5,It worth a try . Then you'll be a loyal customer.
ChIJy6ferCkyK4gRWt3Mve7og1Q,5,"Awesome authentic food, friendly service."
ChIJy6ferCkyK4gRWt3Mve7og1Q,1,"worst service ever! They did not have soap dispenser. Washroom wasent clean.old fashion decor but creative. They make their portion smaller and no pitcher on the table and no service to serve wather!! If you want water they don't serve water by glass, they just give you a bottle of water and you should drink water by bottle. You will pay for restaurant but you will get a messy fast food service. I told all of these problem to servant but he said: "" my home is here and I do not use this washroom too, haha, about the water, it was my bad sorry but other things I don't care."""
ChIJIckrvGcyK4gRJ2lNTEcu0M4,5,"Just very delicious. Had two sandwiches,smoked meat is juicy as heck,delicious spices, mouth watering, wife loved the corned beef. Delicious matzoh ball soup,nice broth.  Coleslaw home made,nice marination,generous amount. Have a younger woman that greets everyone, beautiful smile. I'm disabled, I felt very welcome. Very friendly place,100% satisfied,so glad I went. Keep up up the good work. Feels like the 50's or 60's,love that. Should put some door openers on entrance way doors ,difficult to navigate."
ChIJIckrvGcyK4gRJ2lNTEcu0M4,4,"I had the corn beef sandwich special. It came with a generous size sandwich, which can be ordered lean, regular or medium fat, I ordered regular. The meal also came with a pickle and coleslaw. To drink I ordered a glass of ice water.

My meal came to $16.39 after tax. 
With tip be 

I'm not a coleslaw kind of guy so I didn't eat it.

Flavor. The corn beef was a little bit salty but nothing unbearable. Overall the meat was very tender. Although a little black pepper was needed. Overall mild flavor.

Flavor.............1 out of 2
Portions.........1 out of 1
Service...........1 out of 1
Atmosphere...1 out of 1

TOTAL............4 out of 5"
ChIJIckrvGcyK4gRJ2lNTEcu0M4,5,Fabulous food and owner super friendly. Place was packed but my take out was ready. Great portions. 1 sandwich can feed 2 people. Best deli in the city. Worth the drive and if your from out of town and love a jewish deli this is the place to go to
ChIJIckrvGcyK4gRJ2lNTEcu0M4,5,"Best deli in town. Roast beef sandwich is a must. Tuna melt and corned beef are good too! They’ve been around forever, and you can tell ! They’ve mastered smoked meat."
ChIJIckrvGcyK4gRJ2lNTEcu0M4,5,"The original Pancer family is back and the food is as delicious as ever.  My new ""old"" go to spot for corned beef and pastrami piled high - and I mean piled high - on fresh rye.  You gotta eat here..!!"
ChIJExALTdQ0K4gRbpnB-LrBIYc,2,"1 star for excellence in service. 1 star for decor. 0 for food. 
My Urban Salad was soggy, swimming in dressing - I wonder if the head chef forgot to inform the weekend junior team to assemble and present food with a hint of flavour - and the ""grilled"" chicken tasted boiled and then covered in pesto... there were grill marks though!
My (Korean) husband's Korean style chicken wings was missing any semblance to Korean style and flavours - it did have sesame seeds!"
ChIJExALTdQ0K4gRbpnB-LrBIYc,5,"Really enjoyed our dinner here. My wife and I loved our meals, and we even found something for our daughter (5), which is a rarity. Our waitress, Caroline I think?, was very friendly and attentive, and the venue had a great atmosphere. If I had to put in a complaint, it would be that the beer selection was a bit limited (but still satisfactory). Would definitely go back next time I’m in town."
ChIJExALTdQ0K4gRbpnB-LrBIYc,5,I don't review too often but just had to write a note about the spectacular service at this place. They made sure we were taken care of even when there was a huge table next to us that took up a lot of their time. Really appreciated how they made us feel as customers. Food was also delicious! Highly recommended.
ChIJExALTdQ0K4gRbpnB-LrBIYc,2,"Poor service, average food. Server did bare minimum and the food was just fine. For an outdoor patio, the location is perfect but the music playing was essentially the theme for Space Invaders from 1978. Such a lost opportunity. With so many other brunch options, do yourself a favor and pick somewhere else to go. Disappointing coming from a Delta property."
ChIJExALTdQ0K4gRbpnB-LrBIYc,2,"It was fairly unoccupied inside when I asked for a table for two for dinner. The host made it clear they 'need the table back at 6:30 for a fully booked reservation.' Then I asked for clarification because it was already 6:10. He didn't see it as a problem at all and said yes. So I again asked, you mean we need to leave in 20 mins? Which he said 'we are not kicking you out, we just need the table back.' ... Just no common sense with this host. We opted for the bar (which the host didn't even offer to begin with) because my friend really wanted to try the mac'n'cheese and the bar staff was top notch. But I will never actively seek this place to entertain friends again. Pictures are taken at 6:15 and then again at 7:15."
ChIJM4ap26DN1IkRE5y_XUbXV3c,4,The food was very good. I started with carrot soup and then had Butter chicken with a side of saffron potatoes. The saffron potatoes were exceptional and everything else was very good. The service was attentive without being annoying and my server was super helpful.
ChIJM4ap26DN1IkRE5y_XUbXV3c,5,Lovely place to meet for lunch. They have lovely wines by the glass we started sharing the sizzling tickka shrimp it was really sizzling when it arrived @ the table delicious. I then had 12hr braised pie short ribs really nice & tender. My friend had whole Mediterranean sea bass she really enjoyed it. I had honey moon dessert with a cappuccino. Everything was wonderful it was not to noisy so we could talk. 1st time there would return many interesting choises on the menu.
ChIJM4ap26DN1IkRE5y_XUbXV3c,5,Great service great food! Can't wait to go back again.
ChIJM4ap26DN1IkRE5y_XUbXV3c,5,"Consistently delicious! Even during Summerlicious/Winterlicious, when some restaurants' quality goes down to be able to service the quantity of patrons visiting their establishment, Diwan one keeps their level at the highest!"
ChIJM4ap26DN1IkRE5y_XUbXV3c,4,Beautiful setting and great atmosphere on Valentine's day. Live clarinet player and a huge 5 course meal was great value. The dishes were very unique and the braised lamb shank was outstanding. However the swordfish skewer as part of the salad was under cooked.
ChIJ5V02ks00K4gRYYwaCejHhEE,5,"Couldn't be more amazed on how great this location is, amazing service, friendly and funny staff. I showed up alone but left like I just made 15 new friends, would highly recommend going to this place, weather if it's for just a quiet dinner or to hang out with friends. The manager, Sabrina even took her time to take care of me, definitely a place to visit regularly."
ChIJ5V02ks00K4gRYYwaCejHhEE,5,"Went to this location recently with 5 adults, we also had our toddler and infant with us. The staff from the moment we walked in the door were excellent in ensuring everyone in our party had a good experience. 

I have never had such attentiveness to my children and their dining experience. From asking if we wanted my (2.5 year old) sons food brought out first to bringing him snacks while he waited. Having his needs addressed so fully ensured my husband and I could enjoy the delicious food fully."
ChIJ5V02ks00K4gRYYwaCejHhEE,5,"We love coming to the keg for dinner. The atmosphere is always very nice and the staff are very welcoming and friendly. The steak there taste very good and I always ended my dinner with the chocolate brownie. I especially love it when the brownie is warm and it is served with an ice-cream.

There werenonebtimebthatbthe brownie is completely cold, however the staff promptly exchanged a warm one for me. Excellent service as they care for customers, and we would definitely come often."
ChIJ5V02ks00K4gRYYwaCejHhEE,5,"I went here for a birthday celebration with my SO and we had a great time. The server was very friendly and professional. Their service was amazing.

Our steak meals were delicious and we got a free large slice of cake for his birthday. This cake was one of the best cakes I've had. I believe it was a cappuccino ice cream cake with other things and it was not very sweet. I'm pretty sensitive to sweetness and this cake was perfect for me."
ChIJ5V02ks00K4gRYYwaCejHhEE,5,"Great restaurant,  good food and great service. We had the honor of dining here after our wedding ceremony and it was an awesome experience. Amazing that they have a section you can use if you are coming with about 30-40 guests"
ChIJ1xDYP800K4gRr6xqHfSdxBE,4,"This place was hopping and I know why! The oysters were good and handled well but what a wonderful twist on the calamari! It came beautifully done in lettuce cups to give you the ability to eat it with the great sauces like a wrap if you like. Ambience was good, vibrant, real. Great spot for a night with friends or business peers. Small so get in early or make reservations."
ChIJ1xDYP800K4gRr6xqHfSdxBE,5,Loved the atmosphere and happy hour menu.  Will definitely be back!
ChIJ1xDYP800K4gRr6xqHfSdxBE,5,"The oysters, the scallops and the clam chowder, all delicious. Super recommended."
ChIJ1xDYP800K4gRr6xqHfSdxBE,4,"Good food, staff, music, cozy"
ChIJ1xDYP800K4gRr6xqHfSdxBE,4,"Cool spot... great food and oysters. Service was perfect..... attentive, informative but not overbearing at all which to me is how it should be always and everywhere."
ChIJe_yDRArO1IkR7y-paw9dzEQ,5,"This was the first time my family and I went here and the experience was wonderful!
When we walked in, we loved the decor and the staff were very hospitable and friendly, especially our waiter, checking by frequently making sure we were all comfortable and good.
The food also didn't take too long after we ordered, and was quite delicious (I recommend the PEI Mussels appetizer, and if you're going for dessert, their Cheesecake was just divine, it was soft and not too sweet).

Definitely a restaurant we will be returning to!"
ChIJe_yDRArO1IkR7y-paw9dzEQ,5,"We just left Smith Bros. I was hoping
for a new favourite restaurant and
I wasn’t disappointed! Right from when we sat down everything was perfect:) Brittany, our server, was impeccable and so nice:) The menu, the wine, the food... all perfect! We had prime rib cooked to perfection and we were surprised by a lovely birthday desert! And we had friendly visits from management to see how everything was, which was much appreciated:) We live within 10 minutes so it’s so great to find such a good restaurant so close by:) Thanks so much and see you soon:) 🤓"
ChIJe_yDRArO1IkR7y-paw9dzEQ,5,"Great space between tables. Friendly staff and waiters/waitresses. Our waitress was very attentive, kind and pleasant. The food was very tasty. I would definitely go back."
ChIJe_yDRArO1IkR7y-paw9dzEQ,4,"My boyfriend and I went here for the first time on Saturday because I was craving steak. We each got our own “Completes” that come with a starter, main and selection of desserts. The food and service was great up until we had to pick desserts. I wish our server paid more attention when we asked for “no nuts”. Otherwise, dinner was filling, service was almost perfect, and I’ll be coming back when I crave steak again."
ChIJe_yDRArO1IkR7y-paw9dzEQ,5,"We really like it here! Great for date night. The steak is cooked to perfection and so tasty. Good selection of wine and beer and craft beer. Service is always great. If you have room try the Chris & Adam’s Awesome Sundae 
with real hot fudge sauce we make from scratch!"
ChIJU66jsfjN1IkRT1L2OmzcI-M,4,This restaurant is great. The interior is renovated well and creates a nice korean atmosphere. The food is cooked just right and they allow you to choose your spiciness level. Prices here are very reasonable. The staff here are nice and quick.
ChIJU66jsfjN1IkRT1L2OmzcI-M,4,"Great food, but long wait to be seated during regular dinner time. We visit often when not too hungry. The side dishes change daily and are quite delicious. Since they do serve barbecue, do expect to leave the place with your coat smelling like food for a few days after. Parking is also limited. The staff are friendly and helpful, and the food is great with acceptable price."
ChIJU66jsfjN1IkRT1L2OmzcI-M,5,"Very happy with my visit to Makkal Chon (well, relatively speaking—I went to a funeral immediately following lunch).  Nice atmosphere and the service was super friendly and efficient.  The food was excellent and the sides were the best I’ve ever had in my many years of eating in Korean restaurants.  One of the best experiences I’ve ever had with Korean food.  Highly recommended."
ChIJU66jsfjN1IkRT1L2OmzcI-M,5,"Good experience and cleanliness. A good hidden gem with authentic Korean food. Food is well presented and clean.
Ordered bibimbhap and wrap combo for 2. Lettuce wrap is very clean and kayed out. Mackerel well grilled. Their side dishes has given generous portions."
ChIJU66jsfjN1IkRT1L2OmzcI-M,4,"The place is small but selections pretty good. Bulgogi is delicious and spicy pork bone soup. The wraps are good too even their eel - little sweet be warned. 
I also tried sizzling beef ribs but it wasn't marinated properly as it wasn't that good.
They served this with appetizer included.
Price is competitive and liking the location by Lawrence and Warden in Scarborough.
One of the best Korean restaurants out there."
ChIJgYe5ifw1K4gRHVpKsd-cZLY,5,"So good, I got their curry noodle soup and it definitely hit the spot, so creamy but not too heavy, the service is really good and the hostesses were so kind. Welcoming environment and the decor is really beautiful. It was a nice touch that they served tea right as you sat down. Overall it had a great environment and DELICIOUS FOOD."
ChIJgYe5ifw1K4gRHVpKsd-cZLY,5,"Always a pleasant experience here. 

Food is great and reasonably priced. The amount is big enough to even be shared by two people. They have some nice appetizers including taiwanese pop corn chicken, stir-fried potato slices, seasoned cucumbers. 

Service is great. We went during lunch hour and they let us sit and talk for almost 3 hours, we definitely overstayed our welcome but it was nice of them to do that. 

Washroom is very clean as well. 

Will be back next time too."
ChIJgYe5ifw1K4gRHVpKsd-cZLY,5,It was fun putting the finishing touches on my own noodle soup and choosing what I want or don’t want to add. The pork chop was delicious! Interest contrast between the soft textures in the bowl and the crispy chewiness waiting to be bitten into. The service staff seemed a little inexperienced but made up for it in friendliness. Overall a great dining experience. Watch out for the hot bowl and a dash of hot-sauce in soup brings your tongue’s attention to all of the different flavours singing in harmony with appreciated warmth.
ChIJgYe5ifw1K4gRHVpKsd-cZLY,4,"Yummy food, nice decor, and very good prices, especially at lunch time. Highly recommend!"
ChIJgYe5ifw1K4gRHVpKsd-cZLY,4,"I really like this place. The food is comforting, soupy noodles. Imo, the food won't blow your mind but they have a home-y feel to it and is inexpensive. Would definitely recommend if its cold out and you want a cute, comforting and cheap meal. Will come again."
ChIJt7OCSivL1IkRn8Y08sEgUHc,4,"The square is home to Jurassic park which is an amazing atmosphere, especially during this run of the NBA finals. The shops around it offer over priced food and drinks, but that's the only downfall. It's a great time to gather with the Toronto community for sporting events."
ChIJt7OCSivL1IkRn8Y08sEgUHc,5,We went to watch the Raptor away game. A lot of excitement and energy. We felt very safe and had a great time. Just missed a thrown tshirt...
ChIJt7OCSivL1IkRn8Y08sEgUHc,5,Good thing they cost Raptors's Jurassic park which is awesome
ChIJt7OCSivL1IkRn8Y08sEgUHc,4,"Jurassic Park is incredible. Has concession stands for food, drinks, alchohol, and merchandise. Has porta potties. Big screen to watch the Game. One downfall is there's nowhere to smoke, and no reentry."
ChIJt7OCSivL1IkRn8Y08sEgUHc,4,Great atmosphere during Raptors and Leafs playoffs.
ChIJc7b06800K4gR3HnGJ5UFYxw,5,"Upscale Greek food. We opted for sea food options and we loved it. The octopus is amazing, so are the scallops and sea bass. Atmosphere is nice and quiet although on the summery day we were there the AC was out. Friendly service."
ChIJc7b06800K4gR3HnGJ5UFYxw,5,"Our server was extremely friendly and knew exactly what to recommend based on our preferences. Everything he recommended, we loved! The restaurant is beautiful and the food is delicious and full of flavour. I would definitely recommend going there for a special occasion or date night."
