latitude,longitude
51.50033,-0.09658
51.54596,-0.12056
51.58724,-0.08434
51.49483,-0.11265
51.43724,-0.15451
51.47352,-0.11733
51.54365,-0.1545
51.48789,-0.28325
51.49536,-0.11787
51.51767,-0.0684
51.56508,-0.11156
51.53245,-0.19181
51.45474,-0.1133
51.47752,-0.20304
51.52959,-0.04524
51.46202,-0.3004
51.5493,-0.08472
51.54562,-0.13546
51.47651,-0.17279
51.57539,-0.11852
51.48694,-0.1149
51.53948,-0.07907
51.40579,-0.08839
51.49716,-0.22898
51.56906,-0.11696
51.46664,-0.11276
51.53049,-0.22326
51.5173,-0.06421
51.51472,-0.11989
51.50929,-0.0275
51.53872,-0.04519
51.52229,0.02323
51.55514,-0.14046
51.50526,-0.05836
51.51994,-0.16371
51.57616,-0.11157
51.58274,-0.32431
51.53445,-0.12034
51.54041,-0.14158
51.48765,-0.10262
51.53323,-0.23416
51.51222,-0.04935
51.52902,-0.12427
51.46982,-0.03641
51.55045,-0.1349
51.48722,-0.11074
51.52724,-0.20391
51.44614,-0.16245
51.46966,-0.1214
51.461,-0.32632
51.46798,-0.09884
51.51696,-0.01553
51.49763,-0.05139
51.57517,-0.14438
51.49721,-0.14498
51.52508,-0.04508
51.51416,-0.0138
51.57428,-0.09741
51.51299,-0.19953
51.49334,-0.19772
51.54226,-0.08726
51.53892,-0.15437
51.51205,-0.27024
51.53589,-0.07253
51.512,-0.05848
51.52484,0.06003
51.56567,0.00951
51.56173,0.00769
51.56515,0.00888
51.50131,0.03966
51.59036,-0.02265
51.49387,-0.23039
51.54474,-0.18344
51.51681,-0.13351
51.49755,-0.02268
51.53002,-0.02259
51.45953,-0.17811
51.46224,-0.21867
51.53107,-0.05789
51.55205,-0.05396
51.52826,-0.06108
51.53195,-0.1325
51.45256,-0.02311
51.53221,-0.21903
51.52663,-0.02106
51.56913,-0.11531
51.52336,-0.32161
51.5627,-0.06985
51.53144,-0.08694
51.53072,-0.07894
51.57048,-0.35663
51.48353,-0.09677
51.53589,-0.10701
51.55111,-0.03194
51.52445,-0.0746
51.55863,-0.11848
51.52405,-0.12598
51.5785,-0.22691
51.54571,-0.03813
51.54031,-0.20764
51.52977,-0.10969
51.39136,-0.06479
51.4864,-0.19623
51.51012,-0.19533
51.56003,-0.0825
51.43014,-0.17064
51.55024,-0.18002
51.45704,-0.08338
51.47958,-0.16489
51.46678,-0.06656
51.57885,-0.06952
51.43799,-0.11889
51.4843,-0.2038
51.5581,-0.14377
51.54502,-0.06782
51.5004,-0.11006
51.51863,-0.20755
51.52368,-0.19491
51.56556,-0.13921
51.51751,-0.12724
51.55059,-0.08768
51.57289,-0.06684
51.53218,-0.11309
51.52876,-0.07291
51.43963,-0.10331
51.43255,-0.15674
51.53388,-0.11481
51.44821,-0.17694
51.45252,-0.36136
51.50156,-0.10491
51.52356,-0.1672
51.53948,-0.0226
51.49146,-0.17843
51.50337,-0.08467
51.44762,-0.11826
51.45975,-0.11273
51.41969,-0.05155
51.52302,-0.14098
51.5172,-0.21068
51.54191,-0.05795
51.59773,-0.13372
51.49131,-0.20009
51.51538,-0.12197
51.5279,-0.07586
51.51868,-0.21266
51.54149,-0.0524
51.55945,-0.07758
51.4704,-0.12141
51.54407,-0.07937
51.55677,-0.14685
51.44625,-0.40539
51.46644,-0.1468
51.49295,-0.1106
51.50024,-0.00922
51.56694,-0.1005
51.49782,-0.08689
51.65661,-0.18455
51.53595,-0.10495
51.5468,-0.11578
51.54999,-0.15604
51.55099,-0.13196
51.49793,-0.20898
51.55038,-0.043
51.54866,-0.20306
51.53517,-0.13392
51.48752,-0.14115
51.45646,-0.13343
51.52947,-0.0871
51.48162,-0.12343
51.49925,-0.07163
51.5273,-0.03104
51.44179,-0.37253
51.45636,-0.11028
51.52822,-0.14001
51.51657,-0.22342
51.49663,-0.22867
51.45875,-0.32349
51.50193,-0.09606
51.54329,-0.07339
51.53985,-0.13932
51.6382,-0.15977
51.49754,-0.23349
51.48571,-0.19038
51.56103,0.06564
51.49043,-0.22442
51.55201,-0.17485
51.5566,-0.04979
51.44783,-0.12745
51.52674,-0.07694
51.52084,0.02357
51.52108,0.02519
51.53978,-0.04592
51.44576,-0.12879
51.4971,-0.21262
51.49801,-0.07175
51.51102,-0.06086
51.49754,-0.26379
51.52825,-0.18926
51.53878,-0.05469
51.41684,-0.1268
51.53129,-0.02768
51.54423,-0.07771
51.46638,-0.18892
51.5604,-0.11861
51.55059,-0.04166
51.43283,-0.10839
51.53563,-0.10513
51.54039,-0.20207
51.43767,-0.18457
51.57103,-0.13478
51.44649,-0.03606
51.45753,-0.22562
51.49683,-0.05204
51.5715,0.00211
51.49055,-0.19427
51.52892,-0.2172
51.50809,-0.23439
51.49718,-0.27147
51.54741,-0.13207
51.58024,-0.12213
51.58801,-0.08718
51.54666,-0.02837
51.51661,-0.07611
51.54666,-0.06773
51.47771,-0.06384
51.50492,-0.0574
51.57995,-0.21797
51.53882,0.01583
51.5491,-0.04918
51.52515,-0.07569
51.45859,-0.18241
51.5508,-0.15419
51.55126,-0.14221
51.54723,-0.07104
51.5045,-0.1938
51.51761,-0.19136
51.51364,-0.20565
51.53332,-0.05569
51.51245,-0.05543
51.49529,-0.2502
51.45538,0.04158
51.52111,0.02534
51.49272,0.13366
51.54266,-0.25813
51.54389,-0.08864
51.50398,-0.22988
51.51441,-0.07043
51.53518,-0.10438
51.54509,-0.04536
51.49055,-0.11299
51.54227,-0.04347
51.48451,-0.19739
51.55741,-0.08575
51.54513,-0.11454
51.55528,-0.05743
51.51643,-0.19252
51.53355,-0.05594
51.53351,-0.0557
51.52349,-0.18435
51.46893,-0.04693
51.47765,-0.19322
51.53785,-0.1994
51.49685,-0.19629
51.4811,-0.1005
51.48881,-0.26294
51.44028,-0.12927
51.49096,-0.1845
51.5165,-0.21199
51.48486,-0.17386
51.47187,-0.04458
51.53765,0.00486
51.46313,-0.14884
51.56536,-0.07316
51.53213,-0.00625
51.52844,-0.08885
51.39439,-0.17225
51.59867,-0.03096
51.55037,-0.12036
51.48536,-0.21483
51.56991,0.0004
51.46282,-0.06964
51.55429,-0.08873
51.36029,-0.19859
51.54808,-0.0559
51.52046,-0.21134
51.55566,-0.15441
51.39369,-0.21863
51.46328,-0.30087
51.55631,-0.07197
51.51051,-0.188
51.48685,-0.01829
51.44662,-0.1214
51.55507,0.01606
51.51592,-0.12534
51.45167,-0.32374
51.47521,-0.34444
51.47595,-0.06512
51.52487,-0.07288
51.5257,-0.06696
51.54481,-0.03913
51.53931,-0.24834
51.58705,-0.03363
51.52772,-0.30282
51.54432,-0.15007
51.59217,-0.19304
51.47713,-0.20426
51.54583,-0.08105
51.5629,-0.08334
51.46062,-0.23039
51.51743,-0.07487
51.51681,-0.05221
51.52682,0.11837
51.50159,-0.16949
51.44651,-0.11773
51.55575,-0.09582
51.50012,0.08463
51.34036,0.05332
51.46139,-0.32021
51.57765,-0.12692
51.5385,-0.09328
51.5231,-0.0857
51.51971,-0.09216
51.53422,-0.0787
51.51564,-0.17659
51.50287,-0.07389
51.52402,-0.09099
51.55182,-0.07265
51.53893,-0.14526
51.5442,-0.06054
51.53783,-0.21492
51.52506,-0.16696
51.51196,-0.08377
51.4926,-0.02611
51.53159,-0.02556
51.42361,-0.16396
51.51347,-0.02681
51.46607,-0.1935
51.58288,-0.13762
51.45245,-0.14907
51.48739,-0.19118
51.5794,-0.38894
51.51614,-0.04504
51.52535,-0.07128
51.55015,-0.07264
51.54403,-0.03503
51.55915,-0.13202
51.51852,-0.19522
51.55004,-0.10991
51.4165,-0.19551
51.52472,-0.06939
51.50683,-0.19885
51.49224,-0.1837
51.37411,-0.02801
51.37281,-0.02858
51.53556,-0.1991
51.48051,-0.21025
51.55363,-0.13437
51.47604,-0.11684
51.54688,-0.14536
51.40952,-0.22217
51.50831,-0.19492
51.5009,-0.22563
51.49327,-0.18324
51.55303,-0.19626
51.43913,-0.18594
51.66088,-0.03739
51.51035,-0.14678
51.49667,-0.05159
51.52798,-0.10574
51.59247,-0.19617
51.42131,-0.29954
51.5087,-0.1466
51.42379,-0.21357
51.53373,-0.08739
51.48706,-0.10288
51.54429,-0.20855
51.52289,-0.17749
51.51666,-0.3159
51.52508,-0.05963
51.53796,-0.19662
51.53425,-0.0798
51.52791,-0.16455
51.4783,-0.2136
51.43743,-0.18441
51.56844,-0.07705
51.54353,-0.20427
51.49167,-0.01824
51.50228,-0.22763
51.52476,-0.12449
51.54186,-0.14457
51.4847,-0.30066
51.53522,-0.0755
51.48609,-0.19277
51.41549,-0.30424
51.49257,-0.22382
51.53407,-0.08068
51.46666,-0.1447
51.5691,-0.11988
51.51323,-0.06723
51.54799,-0.11421
51.52017,-0.07268
51.55029,-0.1252
51.45145,-0.2359
51.50061,-0.11205
51.53035,0.05567
51.43201,-0.01535
51.47872,-0.21996
51.48683,-0.20341
51.43207,-0.0167
51.50147,-0.02302
51.51605,-0.21008
51.57267,0.0887
51.57297,0.08862
51.5293,-0.22081
51.51677,-0.066
51.4727,-0.09979
51.61346,-0.20576
51.46416,-0.15935
51.54891,-0.10753
51.46828,-0.04079
51.57235,-0.112
51.51734,-0.07356
51.47007,-0.07225
51.45069,-0.15801
51.53358,-0.07817
51.48624,-0.1882
51.60387,-0.20055
51.53023,-0.0857
51.59603,-0.17033
51.51645,-0.18059
51.5227,-0.09895
51.45889,-0.11745
51.54997,-0.09146
51.57668,-0.14644
51.48655,-0.15001
51.52997,-0.08694
51.49088,-0.15434
51.43779,-0.12113
51.57797,-0.1956
51.53746,0.03033
51.54571,-0.10407
51.5393,-0.14027
51.46025,-0.15471
51.52775,-0.07451
51.53992,-0.13978
51.53915,-0.1404
51.53983,-0.13971
51.49206,-0.02594
51.56896,-0.11674
51.51652,-0.18017
51.43953,0.00239
51.53957,-0.21595
51.51614,-0.02062
51.51683,-0.19683
51.49287,-0.16309
51.52099,-0.1016
51.57388,-0.0901
51.47915,-0.18017
51.53792,-0.07824
51.50006,-0.11314
51.46755,-0.05318
51.43054,-0.10996
51.53749,-0.06931
51.46047,-0.2289
51.57207,-0.09252
51.45979,-0.23061
51.45948,-0.23021
51.57972,-0.23436
51.53607,-0.21336
51.42506,-0.05303
51.53877,-0.0995
51.54784,-0.19121
51.5526,-0.07781
51.55331,-0.06897
51.56643,-0.13329
51.4185,0.00386
51.60519,-0.17518
51.52297,-0.08784
51.53413,-0.05416
51.48853,-0.13606
51.58879,-0.15357
51.51075,-0.03898
51.53436,-0.10485
51.4897,-0.15315
51.51789,-0.06526
51.52165,-0.03767
51.48981,-0.23031
51.54637,-0.20558
51.5403,-0.2233
51.46451,-0.23223
51.58735,-0.15517
51.54184,-0.24835
51.56729,-0.13142
51.57355,-0.111
51.55904,-0.13596
51.5157,-0.1893
51.44687,-0.20825
51.53019,-0.20718
51.49863,-0.08616
51.52123,-0.15772
51.36023,-0.15002
51.60966,-0.11822
51.52009,-0.16874
51.49425,-0.0743
51.5128,-0.13537
51.50171,-0.2434
51.47048,-0.01169
51.45121,-0.36941
51.49686,-0.04845
51.54647,-0.05713
51.53988,-0.05871
51.46358,-0.07108
51.52479,-0.02372
51.45936,-0.19685
51.43215,-0.18042
51.54737,-0.10536
51.44072,-0.22092
51.56446,-0.12056
51.49588,-0.10137
51.53162,-0.10165
51.43719,-0.1241
51.5161,-0.19202
51.5395,-0.18325
51.48376,-0.09184
51.49952,-0.11229
51.53207,-0.09669
51.45168,-0.18998
51.49154,-0.23652
51.53631,-0.22685
51.48089,-0.1974
51.55195,-0.0766
51.47199,-0.1185
51.54294,-0.16982
51.58177,-0.19932
51.54783,-0.1073
51.51384,-0.27851
51.49189,-0.21435
51.58887,-0.34809
51.49454,-0.16872
51.49061,-0.23822
51.49157,-0.23815
51.55053,-0.13635
51.49201,-0.23819
51.49835,-0.22648
51.5177,-0.02198
51.46812,-0.15829
51.48245,-0.18436
51.51398,-0.27969
51.60189,-0.11494
51.45116,-0.37098
51.52773,0.02233
51.50053,-0.11491
51.49795,-0.2424
51.49396,-0.19394
51.53157,-0.22772
51.46906,-0.0745
51.45802,-0.19784
51.51612,-0.02038
51.46043,-0.09677
51.47526,-0.18428
51.42833,-0.32759
51.55288,-0.08393
51.46141,-0.2083
51.49372,-0.10023
51.54267,-0.14207
51.56482,-0.08035
51.56039,-0.06057
51.45155,-0.21426
51.46669,-0.1558
51.46598,-0.26361
51.48744,-0.17639
51.43608,-0.19965
51.58775,-0.03363
51.50019,-0.22024
51.50244,-0.21964
51.47979,-0.26793
51.52655,-0.08027
51.50083,-0.21894
51.50053,-0.21721
51.55845,-0.16472
51.61169,-0.12841
51.55182,-0.16648
51.52232,-0.10893
51.52741,-0.1083
51.55232,-0.12084
51.45206,-0.19892
51.458,-0.18503
51.46789,-0.05073
51.53163,-0.22145
51.55821,0.0128
51.52769,-0.13748
51.49148,-0.19059
51.4873,-0.16241
51.46536,-0.18075
51.39094,-0.03032
51.38804,-0.02705
51.52151,-0.20737
51.47604,-0.04099
51.49024,-0.10219
51.52072,-0.13651
51.44178,-0.13853
51.459,-0.30234
51.54138,-0.06198
51.42027,-0.29002
51.45174,-0.11928
51.4766,-0.20676
51.50807,-0.0681
51.47652,-0.01766
51.51411,-0.27772
51.49343,-0.13248
51.49441,-0.1305
51.55051,-0.06354
51.49457,-0.12491
51.5166,-0.21467
51.52511,-0.17505
51.54082,-0.09696
51.59267,-0.03747
51.48942,-0.03121
51.55729,-0.05504
51.55031,-0.065
51.56196,-0.0816
51.50713,-0.13072
51.54703,0.03219
51.59749,0.0323
51.42132,-0.11251
51.4773,-0.12285
51.5494,-0.21124
51.49388,-0.13294
51.4738,-0.1771
51.58456,-0.22521
51.57015,-0.26226
51.51104,-0.04479
51.51048,-0.02534
51.52572,-0.1931
51.52442,-0.20409
51.51732,-0.13866
51.54933,-0.19414
51.4703,-0.2738
51.46409,-0.04364
51.48525,0.11807
51.50495,-0.10284
51.48768,0.00174
51.5397,-0.24619
51.59236,-0.07217
51.45906,-0.18612
51.53082,-0.08507
51.50629,-0.23406
51.52395,-0.1412
51.52647,-0.09594
51.44697,-0.11969
51.56378,-0.12156
51.50436,-0.05716
51.53627,-0.03006
51.61077,-0.15788
51.54983,-0.17556
51.59367,-0.07866
51.50475,-0.32635
51.55068,-0.16314
51.51035,-0.0405
51.50231,-0.10453
51.50766,-0.00975
51.60708,-0.12968
51.54411,-0.0695
51.61574,0.02398
51.40559,0.01273
51.56588,-0.04956
51.40607,0.02925
51.48758,0.00137
51.54062,-0.18194
51.49009,-0.24371
51.44959,-0.31309
51.45226,-0.00239
51.54842,-0.04689
51.50488,-0.02403
51.52946,-0.07351
51.48233,-0.19364
51.6036,0.11656
51.52573,-0.33587
51.5155,-0.20762
51.54903,-0.10398
51.51516,-0.12438
51.45935,-0.01469
51.54015,-0.08519
51.48945,-0.20642
51.59084,-0.34114
51.51451,-0.17429
51.55915,-0.10981
51.34983,-0.03726
51.56492,-0.13279
51.56696,-0.13278
51.56616,-0.13491
51.44641,-0.1998
51.57284,-0.12501
51.54375,-0.11374
51.66305,-0.083
51.5548,-0.0586
51.59706,-0.31866
51.53564,-0.14308
51.4751,-0.0107
51.57679,-0.08584
51.50514,-0.30872
51.55928,-0.10256
51.48094,-0.2044
51.48382,-0.1978
51.53247,-0.11283
51.52905,-0.12582
51.45829,-0.19691
51.53157,-0.06112
51.57931,-0.11411
51.45214,-0.1161
51.50869,-0.06508
51.56046,-0.10189
51.41208,-0.20249
51.46384,-0.06574
51.53605,-0.05564
51.47636,-0.01543
51.45025,-0.18468
51.51193,-0.18785
51.51574,-0.18757
51.52251,-0.25983
51.53093,-0.04422
51.53545,-0.08942
51.53292,0.0337
51.53081,0.0334
51.54337,-0.06514
51.4751,-0.04555
51.5303,-0.05681
51.41474,-0.2202
51.55792,-0.11455
51.53996,-0.1898
51.46111,-0.09699
51.51084,-0.1285
51.51889,-0.16529
51.49987,-0.10303
51.54519,-0.1862
51.55539,-0.04375
51.4897,-0.13915
51.54752,-0.10355
51.52653,-0.1225
51.50613,-0.2043
51.45166,-0.23028
51.51408,-0.17828
51.51584,-0.16417
51.5931,-0.3411
51.53259,-0.11852
51.47243,-0.10159
51.49426,-0.02489
51.52156,-0.09587
51.56476,-0.08644
51.46545,-0.29958
51.46362,-0.26883
51.49623,-0.17919
51.52626,-0.09933
51.51215,-0.07183
51.49179,-0.08888
51.54974,-0.18328
51.52984,-0.09291
51.61137,-0.18205
51.5843,-0.03555
51.45731,-0.21728
51.35922,-0.16416
51.46301,-0.26855
51.52479,-0.20278
51.48179,-0.21069
51.47205,-0.1838
51.55948,-0.10106
51.48332,-0.09611
51.49046,-0.27202
51.51709,-0.19528
51.50054,-0.22321
51.512,-0.21426
51.52837,-0.13954
51.52816,-0.12059
51.51447,-0.12822
51.4688,-0.14155
51.54871,-0.08374
51.44216,-0.19033
51.64995,-0.11139
51.43703,-0.12532
51.47665,-0.00968
51.5177,-0.10168
51.43728,-0.3349
51.47385,-0.09259
51.41683,-0.06876
51.50735,-0.1264
51.47589,-0.09312
51.49028,-0.24431
51.53745,-0.04694
51.48572,0.00325
51.51592,-0.19951
51.50945,-0.19522
51.52016,-0.17516
51.53367,-0.09353
51.49258,-0.0958
51.50059,-0.21322
51.52618,-0.13704
51.45365,-0.09674
51.41464,-0.07194
51.56354,-0.06105
51.45379,-0.16051
51.46031,-0.16976
51.5303,-0.11031
51.51311,-0.26375
51.51032,-0.23425
51.48771,-0.17814
51.48271,-0.25601
51.58711,-0.16336
51.43636,-0.10344
51.45875,-0.12007
51.54522,-0.10218
51.4438,-0.05981
51.47961,-0.18477
51.51555,-0.2468
51.54545,-0.10481
51.45588,-0.05099
51.50258,-0.08684
51.52338,-0.06961
51.46822,-0.08488
51.53059,-0.08637
51.54493,-0.06421
51.49795,-0.07111
51.45039,-0.12542
51.48183,-0.01487
51.54046,-0.10019
51.44803,-0.12383
51.48654,0.00277
51.52912,-0.0867
51.49967,-0.11155
51.4912,-0.18636
51.51486,-0.3393
51.51072,-0.22633
51.53244,-0.11728
51.52465,-0.20908
51.56338,-0.11855
51.48034,-0.10836
51.42675,-0.35083
51.49472,-0.01672
51.5474,-0.086
51.5599,-0.13499
51.49188,-0.09446
51.5617,-0.05427
51.53322,-0.19045
51.49746,-0.21887
51.54612,-0.08872
51.48389,0.02748
51.47521,0.03366
51.55401,-0.15672
51.49782,-0.22806
51.53402,-0.1373
51.53704,-0.11355
51.51417,-0.0732
51.506,-0.23326
51.5728,-0.13813
51.49549,-0.21017
51.52416,-0.20536
51.50847,0.12159
51.47426,-0.11988
51.52433,-0.08017
51.44772,-0.12714
51.49074,-0.20933
51.44924,-0.10422
51.54654,-0.11007
51.56084,-0.07642
51.54741,-0.08357
51.55951,-0.28036
51.56447,-0.00102
51.53406,-0.13258
51.59195,-0.01654
51.48649,-0.19128
51.59952,-0.10758
51.45429,-0.11661
51.525,-0.07628
51.45468,-0.11622
51.47214,-0.2106
51.42685,-0.0727
51.49117,-0.1914
51.46142,-0.11358
51.50073,-0.01632
51.53629,-0.05577
51.46152,-0.07828
51.5098,-0.28289
51.50959,-0.28118
51.48515,0.10592
51.55137,-0.21807
51.56367,-0.1285
51.48434,-0.16931
51.55554,-0.05573
51.52621,-0.11606
51.53995,-0.0774
51.565,-0.09869
51.51675,-0.01439
51.48053,-0.16648
51.53538,-0.07859
51.4563,-0.14335
51.55444,-0.19329
51.57076,-0.1355
51.53304,-0.08735
51.48995,-0.1702
51.51586,-0.17704
51.5408,-0.11701
51.51239,-0.12467
51.54197,-0.131
51.52512,-0.08838
51.44769,-0.21219
51.46339,-0.17734
51.54659,-0.09043
51.55162,-0.07572
51.47982,-0.19661
51.54467,-0.13205
51.57534,-0.03318
51.47343,-0.112
51.50752,-0.06861
51.51858,-0.06768
51.55117,-0.1523
51.52097,-0.04835
51.51681,-0.06746
51.55269,-0.09532
51.42153,-0.05542
51.50929,-0.02482
51.51993,-0.25985
51.40856,-0.29072
51.49494,-0.13501
51.52757,-0.20442
51.48709,0.1072
51.48798,-0.07467
51.54614,-0.18431
51.46015,0.09271
51.50998,-0.28194
51.5809,-0.12165
51.6412,-0.16567
51.53567,-0.20378
51.55429,-0.12699
51.46603,-0.16023
51.49718,-0.2144
51.51859,-0.15133
51.51411,-0.18095
51.541,-0.02249
51.55026,-0.13644
51.51289,-0.13215
51.54463,-0.1276
51.57904,-0.36626
51.461,-0.29229
51.52686,-0.10892
51.50452,-0.29681
51.48337,0.00793
51.55758,-0.08815
51.50683,-0.26426
51.55178,-0.03395
51.55216,-0.03337
51.48522,0.01902
51.47371,-0.07012
51.56636,-0.12863
51.53507,-0.14106
51.58811,-0.03775
51.52274,-0.46084
51.42445,-0.21578
51.53289,-0.23283
51.51547,-0.06953
51.4868,-0.20357
51.45741,-0.12093
51.46235,-0.11785
51.51467,-0.16914
51.50831,-0.01971
51.4178,-0.03371
51.38966,-0.25838
51.45221,-0.34834
51.45152,-0.34931
51.44977,-0.12929
51.48487,0.01826
51.55233,-0.12476
51.55072,-0.11977
51.55007,-0.06402
51.46438,-0.11564
51.54807,-0.09247
51.52842,-0.06319
51.52008,-0.06288
51.52361,-0.06764
51.54526,-0.1907
51.51026,-0.21654
51.45592,-0.13478
51.46255,-0.21506
51.50954,-0.283
51.38164,-0.08106
51.49561,-0.00788
51.50655,-0.30413
51.52379,-0.08494
51.47435,-0.18644
51.5347,-0.03424
51.5403,-0.19653
51.50902,-0.24553
51.53079,-0.09146
51.45017,-0.21457
51.56279,-0.09938
51.41746,-0.12448
51.53028,-0.08131
51.56337,-0.09328
51.51909,-0.21252
51.46562,-0.04066
51.56291,-0.20988
51.52516,-0.06431
51.4449,-0.21002
51.44078,-0.18587
51.58538,-0.03072
51.51579,-0.21182
51.41633,-0.15555
51.46079,-0.12546
51.54802,-0.0276
51.45478,-0.11143
51.45209,-0.1096
51.45591,-0.11116
51.52373,-0.16145
51.46303,-0.18474
51.44886,-0.18523
51.46151,-0.12128
51.49206,-0.1982
51.52588,-0.12692
51.45578,-0.06947
51.53663,-0.06379
51.47709,-0.10683
51.4495,-0.13282
51.49556,-0.10482
51.46163,-0.12678
51.45009,-0.18833
51.48784,-0.20787
51.52184,-0.03115
51.55453,-0.10772
51.51245,-0.20336
51.48229,-0.26286
51.59495,-0.25863
51.49239,-0.19637
51.54559,-0.08243
51.45146,0.01624
51.54146,0.00032
51.5035,-0.11094
51.46404,-0.02917
51.5412,-0.10765
51.58293,0.20105
51.48683,-0.12057
51.51996,-0.15294
51.51856,-0.06198
51.55108,-0.1595
51.58394,-0.04263
51.55773,-0.09254
51.51448,-0.20716
51.51277,-0.19208
51.48651,-0.18936
51.46659,-0.14482
51.59578,-0.25987
51.50532,-0.23437
51.47734,-0.10647
51.57783,-0.11189
51.45299,0.04905
51.52405,-0.10508
51.47259,-0.18588
51.55431,-0.11054
51.41356,-0.01916
51.46146,-0.11397
51.4598,-0.11512
51.49601,-0.1633
51.45375,-0.11178
51.51916,-0.15485
51.46994,-0.27981
51.55061,-0.07668
51.46799,-0.01427
51.47592,-0.12186
51.50796,-0.23233
51.52049,-0.09711
51.52284,-0.25383
51.4909,-0.23034
51.55563,-0.13347
51.46721,-0.18865
51.47114,-0.06318
51.47877,-0.20991
51.45235,-0.1435
51.53954,0.00752
51.45566,-0.21134
51.54383,-0.17284
51.49238,0.06318
51.5826,-0.22351
51.57089,-0.11243
51.57601,-0.08301
51.55323,-0.07848
51.54448,-0.20286
51.44136,-0.1353
51.51625,-0.07537
51.52456,-0.12591
51.41954,-0.29753
51.44394,-0.20547
51.4938,0.07757
51.54163,-0.09007
51.58009,-0.11895
51.50722,-0.05485
51.55405,-0.04844
51.41302,-0.27545
51.52617,-0.08583
51.5161,-0.19147
51.48898,-0.11307
51.48825,-0.21123
51.44247,-0.21907
51.57489,-0.19978
51.49382,0.06346
51.5578,-0.11875
51.53122,-0.06529
51.46253,-0.1524
51.54157,-0.04825
51.4877,-0.14772
51.46207,-0.21369
51.44887,-0.1203
51.46138,-0.00192
51.46515,-0.13581
51.54556,-0.06341
51.59784,-0.11852
51.54045,-0.20039
51.49395,-0.22714
51.48031,-0.11439
51.48612,-0.04148
51.47878,0.01188
51.53068,-0.24737
51.52417,-0.17322
51.53436,-0.06066
51.43954,-0.19865
51.5236,-0.18609
51.49216,-0.23101
51.55139,-0.10553
51.53813,-0.05385
51.4949,-0.09255
51.54528,-0.11497
51.53873,-0.10454
51.50075,-0.24614
51.51784,-0.06918
51.51654,-0.07345
51.48341,-0.20502
51.53627,-0.05477
51.49126,-0.20142
51.51163,-0.02791
51.53595,-0.05233
51.5343,-0.2229
51.63077,-0.13967
51.55722,-0.06253
51.56739,-0.05009
51.4121,-0.27336
51.48747,-0.19533
51.56971,-0.18785
51.51746,0.01292
51.45826,-0.31785
51.52164,-0.17309
51.49077,-0.13593
51.55398,-0.10882
51.4875,-0.18684
51.50374,-0.09622
51.46853,-0.25519
51.53634,-0.10257
51.45053,-0.2064
51.50035,-0.1054
51.51868,-0.16585
51.43869,-0.10182
51.55836,-0.07499
51.57507,-0.07171
51.54307,-0.0569
51.46291,-0.16658
51.51493,-0.24692
51.48421,-0.02315
51.49113,-0.11961
51.46614,-0.29978
51.47652,-0.16675
51.5243,-0.06939
51.41839,-0.2056
51.54838,-0.17277
51.54478,-0.05528
51.47344,-0.16796
51.58788,-0.19979
51.44566,-0.10411
51.51766,-0.06936
51.52245,-0.11424
51.5682,-0.09723
51.50341,-0.10789
51.53438,-0.08453
51.50149,-0.32002
51.52925,-0.01002
51.48907,-0.11502
51.41767,-0.21268
51.55456,-0.13876
51.56086,-0.1114
51.47278,-0.18686
51.48848,-0.20829
51.45742,-0.12229
51.55299,-0.10945
51.49502,-0.17764
51.55046,-0.06801
51.49791,-0.16475
51.54133,-0.0231
51.48254,-0.14935
51.54616,-0.12904
51.48756,-0.16915
51.51495,0.02803
51.45505,-0.20347
51.5313,-0.0562
51.53292,-0.23003
51.57303,-0.08139
51.44891,-0.12163
51.476,-0.1085
51.4931,-0.27882
51.52957,-0.21274
51.46933,-0.09888
51.43041,-0.10656
51.47585,-0.20361
51.51593,-0.18674
51.48694,-0.11952
51.40996,-0.21459
51.51554,-0.21082
51.53219,-0.11945
51.46855,-0.10087
51.52415,-0.20969
51.48015,-0.11578
51.55594,0.1579
51.54656,-0.24465
51.53291,-0.11837
51.45104,-0.14621
51.4112,-0.20963
51.5638,-0.05592
51.51708,-0.21093
51.52952,-0.12199
51.51682,-0.22743
51.45129,-0.11333
51.52546,-0.10298
51.47404,-0.20284
51.46173,-0.16883
51.44525,-0.3323
51.57318,-0.06576
51.49145,-0.27248
51.44616,-0.20675
51.49466,-0.09784
51.55048,-0.19424
51.57519,-0.13115
51.55329,-0.06716
51.49062,-0.15837
51.4795,-0.28259
51.51391,0.02873
51.46655,0.01085
51.58492,-0.10552
51.52893,-0.05633
51.46736,-0.28581
51.52916,-0.11636
51.48512,-0.16025
51.58336,-0.01624
51.54002,-0.2465
51.51631,-0.19475
51.53303,-0.11245
51.53394,-0.07204
51.52101,-0.21332
51.50193,-0.07522
51.53602,-0.07812
51.56804,-0.08853
51.53023,-0.18161
51.55483,-0.04622
51.48218,-0.19863
51.48063,-0.11592
51.5953,-0.09647
51.54109,-0.04728
51.42089,-0.21926
51.55951,-0.07483
51.51903,-0.06061
51.56053,-0.07432
51.56016,-0.07379
51.39775,-0.20082
51.43983,-0.14971
51.44316,-0.2113
51.46859,-0.2883
51.41245,-0.35481
51.53503,-0.10721
51.53388,-0.10465
51.54765,-0.14563
51.4892,-0.1951
51.54671,-0.06214
51.48859,-0.04367
51.48696,-0.22157
51.49108,-0.29947
51.59864,-0.0066
51.58442,-0.04042
