name,id,phone,reservations,price_range,review,rating,y_phone_key,g_phone_key,y_id_no,y_name,y_rating,y_review,y_price_range,y_reservations,y_category,g_place_id,g_name,g_rating,lat,lng,g_price_range,composite_score
Holey Cream Outrageous Ice Cream & Bake Shop,16784967,2122478400,0,2,34,3.5,12122478400,%2B12122478400,0adywHMtQz9YSg7gON3gAA,Holey Cream,3,955,$,0,Desserts,ChIJ8V8OXVdYwokRdjy8avZG6KE,Holey Cream,3.6,40.7652916,-73.9880763,1,3.31147541
Urbani Truffles USA Inc.,18109510,2122478800,0,1,1,0,12122478800,%2B12122478800,Nsj44YGw_ipk4TUrYUL_nw,Urbani Truffles,4.5,8,$$$,0,Specialty Food,ChIJy3GXFFxYwokRURJh9HZDWNA,Urbani Truffles USA Inc,4.3,40.7720741,-73.9899021,0,2.885245902
Ardesia,16784273,2122479191,0,4,39,3.8,12122479191,%2B12122479191,XVMzBs7wGeU5BWgyBL3xyQ,Ardesia Wine Bar,4,347,$$,0,Wine Bars,ChIJMx5oglBYwokRiHVYNJ_6t9w,Ardesia Wine Bar,4.5,40.7660382,-73.9918274,2,4.032786885
Local,16782002,2122532601,0,2,6,3.4,12122532601,%2B12122532601,JREBEUyJFUV36H2ULdqZlw,Local,4.5,19,$$,0,Beer Bar,ChIJZ4UT7o1ZwokRpAOpubL6UC4,Local,4.6,40.727089,-74.0020555,2,4.098360656
Saxon and Parole,16787042,2122540350,0,4,63,4.1,12122540350,%2B12122540350,63xEppObiNqq_lVE5HGFvw,The Poni Room,4,25,0,0,Wine Bars,ChIJhbH6GYVZwokR_vGt6PKlsVo,Saxon + Parole,4.4,40.7251783,-73.9925391,3,4.098360656
Katz's Delicatessen,16769546,2122542246,0,2,2505,4.9,12122542246,%2B12122542246,V7lXZKBDzScDeGB8JmnzSA,Katz's Delicatessen,4,11403,$$,0,Delis,ChIJv00VskxawokRVuxJjyUvOy0,A Taste of Katz's,3.7,40.6912827,-73.9828284,2,4.131147541
Santina,16793833,2122543000,0,4,22,3.8,12122543000,%2B12122543000,xymU2HPO_euz1Ss1AE9Fyw,ZZ's Clam Bar,4,97,$$$$,0,Seafood,ChIJmSvG_ZFZwokRTOFeiLXzkmA,Carbone,4.4,40.7279895,-74.0002182,3,4
Momofuku Ssam Bar,16772774,2122543500,0,3,630,4.7,12122543500,%2B12122543500,EISBS2SD9PovV1-umf4gIQ,Booker and Dax,4,258,$$$,0,Lounges,ChIJkXQ3_INZwokRbCMEByaQ_VE,Momofuku Ssäm Bar,4.4,40.7317071,-73.9858725,2,4.295081967
L’Express,16770100,2122545858,0,3,118,4.2,12122545858,%2B12122545858,uby3glEc0Brt9LAoCI0WTg,L'Express,3.5,779,$$,0,French,ChIJb9HznqFZwokRHWxf3DbskaI,L'Express,4.2,40.7381018,-73.9876063,2,3.901639344
Jane,16768762,2122547000,0,4,245,4.5,12122547000,%2B12122547000,uoT2_Wrt1noD6kZOID7tUg,Jane,4,3072,$$,0,Breakfast & Brunch,ChIJX4zeCI5ZwokRePXXoFv-AXY,Jane,4.1,40.7273681,-74.0002463,2,4.131147541
12 Chairs,16758472,2122548640,0,4,48,3.9,12122548640,%2B12122548640,i38R1KxL99JoG-Ns7FyyGw,12 Chairs,4,458,$$,0,Middle Eastern,ChIJbZsGko1ZwokR_Q1lznmBuU8,12 Chairs Cafe,4.5,40.7274903,-74.0023135,2,4.06557377
Market Table,16781708,2122552100,0,4,121,4.2,12122552100,%2B12122552100,0BzxIsoRuFvxbMPl-iH70A,Market Table,4,782,$$$,0,American (New),ChIJValK9JJZwokRuWsMUxsoE-E,Market Table,4.4,40.729697,-74.003702,3,4.131147541
Buvette,16786362,2122553590,0,3,121,4.4,12122553590,%2B12122553590,xQ445GaWVN5Aa3sFX9OoIg,Buvette,4,1643,$$,0,French,ChIJEwHZcZNZwokR810IgyQhoZM,Buvette,4.5,40.7327005,-74.0043166,3,4.229508197
Cafe Gitane,16783879,2122554143,0,4,52,4,12122554143,%2B12122554143,vqQTz_31m4nkhqggPKsokg,Cafe Gitane,4,326,$$,0,French,ChIJyxF2YupZwokRO9x5Qes6kUQ,Old Rose,4.3,40.7382579,-74.0094507,2,4.032786885
Boqueria,16761022,2122554160,0,4,353,4.5,12122554160,%2B12122554160,qIOAlXCCYrwN0VxEEH-Tmw,Boqueria Spanish Tapas - Flatiron,4,1196,$$$,0,Spanish,ChIJU5lPOaNZwokRcouF_2LqEow,Boqueria,4.4,40.740279,-73.9937306,2,4.229508197
Hill Country Barbecue Market,16781606,2122554544,0,4,383,4.6,12122554544,%2B12122554544,NlsxuhV6CUONOyI7xk7-mw,Hill Country Barbecue Market,3.5,2101,$$,0,Barbeque,ChIJB2NotqVZwokR1t6v-dk6wVY,Hill Country Barbecue Market,4.4,40.7441558,-73.9904866,2,4.098360656
Popbar,16785145,2122554874,0,1,45,4.1,12122554874,%2B12122554874,2lvzbwis0mfYjfhD0UBbHQ,Popbar,4,727,$,0,Ice Cream & Frozen Yogurt,ChIJ4_hJNZJZwokRetOGSRfdlRg,Popbar,4.4,40.730598,-74.002012,1,4.098360656
Café Grumpy,16781500,2122555511,0,2,117,4.3,12122555511,%2B12122555511,IYDE89R_ETmVP1-e82Y_xQ,Café Grumpy,4,700,$$,0,Cafes,ChIJ7R4tgLtZwokRM8thlhlzE2o,Café Grumpy,4.3,40.7426,-73.9983977,1,4.131147541
Cafe Cluny,16761662,2122556900,0,4,157,4.3,12122556900,%2B12122556900,kMljfja7weqfl_lzspjzHA,Cafe Cluny,4,701,$$,0,Breakfast & Brunch,ChIJ_WPcdpVZwokR6vSItP7fDZo,Cafe Cluny,4.4,40.7374114,-74.0039633,2,4.163934426
"One If By Land, Two If By Sea",16774172,2122558649,0,4,163,4.3,12122558649,%2B12122558649,B_HFzZkFsZgmzcea6R4exw,One If By Land Two If By Sea,3.5,1359,$$$$,0,American (New),ChIJl8faj5NZwokRubB8kvrZMk4,"One if by Land, Two if by Sea",4.3,40.732548,-74.0026278,4,3.967213115
Row House,18093567,2122560019,0,1,4,2.7,12122560019,%2B12122560019,dvRKiQbscruyTLaAL7q3PA,Row House,3.5,327,$$,0,American (New),ChIJCWY85Rb2wokRWwG7PhPCE8U,Row House,4.1,40.8035271,-73.955715,2,3.37704918
Imli Urban Indian Food,18109517,2122560073,0,2,4,3.1,12122560073,%2B12122560073,50eKjWOB-H9iuo1ocACOaQ,Imli Urban Indian Food,4.5,157,$$,0,Indian,ChIJsedB_edYwokRrxhc0jZb_Mk,Imli,4.5,40.7616661,-73.9601392,2,3.967213115
Hill Country Chicken,16785518,2122576446,0,4,137,4.4,12122576446,%2B12122576446,lApqVlBw5SMvV_nJwHlPvQ,Hill Country Chicken,3.5,1127,$$,0,Southern,ChIJQ_SlLqRZwokR3WwsEInoJNc,Hill Country Chicken,4,40.7433495,-73.989291,2,3.901639344
Red Bamboo,16776125,2122601212,0,3,175,4.5,12122601212,%2B12122601212,9DceMTrjyVqBgQRqgR6GWw,Red Bamboo,4,1664,$$,0,Vegetarian,ChIJwUWsZpFZwokRhNINc_5-u9I,Red Bamboo,4.5,40.7312877,-74.000315,2,4.262295082
Ariana Afghan Restaurant,16759605,2122622323,0,3,49,4,12122622323,%2B12122622323,IFZ3_d01uflGixWrrD8_gg,Ariana Afghan Kebab Restaurant,4,464,$$,0,Afghan,ChIJK8foWldYwokRnSZrBGhlMyU,Ariana,4.4,40.7651238,-73.9880642,2,4.06557377
Cara Mia,16762094,2122626767,0,4,75,4,12122626767,%2B12122626767,2ZbGLUZpaJO8mdxi7UaVMQ,Cara Mia,3.5,420,$$,0,Italian,ChIJqxFk3FNYwokRIqK9s4P3otQ,Cara Mia,4.2,40.7621308,-73.9902706,2,3.836065574
Tout Va Bien,16779893,2122650190,0,4,61,4,12122650190,%2B12122650190,vApeod35mjcuiwrdLnobmQ,Tout Va Bien,3.5,308,$$,0,French,ChIJa-hSAVdYwokR-CMV2cYCFjY,Tout va bien,4.4,40.763406,-73.986219,2,3.901639344
Southern Hospitality BBQ,16786372,2122651000,0,4,73,3.9,12122651000,%2B12122651000,ZV-sZmRF-4Zye_lJlVCtVg,Southern Hospitality BBQ,3,1256,$$,0,Southern,ChIJOR-9eb9YwokRVvsOYCXVcgA,Southern Hospitality BBQ,3.8,40.7606246,-73.9913982,2,3.508196721
Hourglass Tavern,16768048,2122652060,0,4,82,4.1,12122652060,%2B12122652060,#NAME?,Hourglass Tavern,4,721,$$,0,American (Traditional),ChIJCYF54FNYwokReZMhsvia9gg,Hourglass Tavern & Bettibar,4.4,40.7609281,-73.9903717,2,4.098360656
Sullivan Street Bakery,16778672,2122655580,0,2,80,4.2,12122655580,%2B12122655580,4GBqDgTYsV7owGzNMyAFKA,Sullivan Street Bakery,4,477,$$,0,Bakeries,ChIJ7W7211FYwokRW_UVZTqGVFw,Sullivan Street Bakery,4.6,40.7636385,-73.9947182,2,4.196721311
Chez Napoléon,16762652,2122656980,0,4,40,3.7,12122656980,%2B12122656980,oyxtaqfFZkP_vC0M6GfkbA,Chez Napoleon,4,262,$$$,0,French,ChIJWSHlKVdYwokR7oxPQdfuWeI,Chez Napoléon,4.2,40.763466,-73.988319,2,3.901639344
Bocca di Bacco (Hell's Kitchen - 54th St.),16781800,2122658828,0,4,109,4.2,12122658828,%2B12122658828,rupPZLhd0oRSAmVDaeYaGA,Bocca di Bacco Hell's Kitchen,3.5,627,$$,0,Italian,ChIJd2UWxVlYwokRwL_sWzE0rVg,Bocca di Bacco,4.3,40.7660759,-73.9866871,2,3.93442623
Hop Shing,16767995,2122670220,0,3,25,3.4,12122670220,%2B12122670220,Y1s36Tk63HIzAc76X_fAiQ,Hop Shing Restaurant,3.5,510,$,0,Dim Sum,ChIJcyIQiyZawokR4kZJEcGcrzs,Hop Shing,4.1,40.7140212,-73.998067,1,3.606557377
O'Hara's Restaurant and Pub,16773995,2122673032,0,4,55,4,12122673032,%2B12122673032,ZnhRUBos9FGQZrzbcPn6Vg,O'Hara's Restaurant and Pub,4,410,$$,0,Irish Pub,ChIJueUCrBBawokRiw9LMJFm0_o,O'Hara's,4.5,40.7095008,-74.0126642,2,4.098360656
Lotus Blue,16787735,2122673777,0,4,10,3.5,12122673777,%2B12122673777,douRKPVxuo8BEOkMxgVl_w,Lotus Blue,4,67,$$,0,Chinese,ChIJ_R5Bi09ZwokRc-Qz_ntPBZs,Yum Cha Dim Sum & Szechuan Cuisine,3,40.7358934,-73.9917033,0,3.442622951
Le Coq Rico,18092566,2122677426,0,3,9,3.5,12122677426,%2B12122677426,ckA5dhV4ve-QZXUBFI6TUA,Le Coq Rico,4,311,$$$,0,French,ChIJbSqiKqJZwokRoXkYlEwyb8Y,Le Coq Rico,4.5,40.738574,-73.9889029,3,3.93442623
Inatteso Pizzabar Casano,16783025,2122678000,0,4,51,4.1,12122678000,%2B12122678000,PQd4M3cuSgdweWgLgZIslQ,Inatteso Pizzabar Casano,4,300,$$,0,Italian,ChIJb1ng8xFawokRLcG2ng6A3Uk,Inatteso Pizzabar Casano,4.4,40.7060267,-74.0170497,2,4.098360656
Tick Tock Diner,16779625,2122688444,0,3,110,4.1,12122688444,%2B12122688444,3Po-E6yYMpVJbp0oLk6H6Q,Tick Tock Diner,2.5,1046,$$,0,Diners,ChIJKUvC6K1ZwokR-6gilCP_YRg,Tick Tock Diner NY,3.9,40.7524017,-73.9935185,2,3.442622951
Becketts Bar & Grill,16760369,2122691001,0,4,35,3.7,12122691001,%2B12122691001,o3l8CcisNgu10SQB-rRATw,Beckett's Bar & Grill,3,200,$$,0,Pubs,ChIJ3blcJRRawokRex4mbeb9Ix4,Beckett's Bar & Grill,4,40.704129,-74.010336,2,3.508196721
Mad Dog and Beans,16781822,2122691177,0,4,51,4.1,12122691177,%2B12122691177,DTKKEogIt2wQm4UULYVGug,Mad Dog & Beans Mexican Cantina,3.5,848,$$,0,Mexican,ChIJM_yFLxRawokR4OUO3XdR5Yw,Mad Dog & Beans,4.1,40.7041783,-74.0102152,2,3.836065574
George's,16766634,2122698026,0,3,33,3.7,12122698026,%2B12122698026,8sEsztmhQe1KuMt32hvKcg,George's New York,3,369,$$,0,American (Traditional),ChIJtVcN3BBawokRfYHdSkgPmwY,George's,4.2,40.707827,-74.0134723,2,3.573770492
Burger Burger,16783238,2122699100,0,2,19,3.2,12122699100,%2B12122699100,Q0B2qbc-jJWOP7GQe4XwAg,Burger Burger,3,237,$$,0,Burgers,ChIJt39NevtbwokRz0ASEuox0PA,Burger Burger,0,40.7041418,-74.0105656,0,2.032786885
Le Coucou,18351597,2122714252,0,4,8,3.3,12122714252,%2B12122714252,obFs12x7mgYPGxgalBd22w,Le Coucou,4,492,$$$$,0,French,ChIJyw5j84lZwokRnUI_UknPSNA,Le Coucou,4.6,40.719139,-74.00025,4,3.901639344
Rice To Riches,16776318,2122740008,0,2,366,4.6,12122740008,%2B12122740008,HxC2ZN010NxAFwjTqUVpzw,Rice To Riches,4,2951,$$,0,Desserts,ChIJt1BtsYhZwokRta-Milb5Qpc,Rice To Riches,4.6,40.7218444,-73.9958018,2,4.327868852
Blue Ribbon Brasserie,16760892,2122740404,0,4,462,4.5,12122740404,%2B12122740404,txSykTj5nbwmpiVNoK_Dyg,Blue Ribbon Brasserie - SoHo,4.5,906,$$$,0,American (Traditional),ChIJQSjQsI1ZwokRu19O824YdH4,Blue Ribbon Brasserie,4.6,40.7254995,-74.0030627,2,4.459016393
Sushi Azabu,16782298,2122740428,0,4,46,4,12122740428,%2B12122740428,oJZq1JmKalXXjqWRKfIjwA,Sushi Azabu,4,418,$$$$,0,Sushi Bars,ChIJPVxLV_RZwokRAVu37ml9Vwo,Sushi Azabu,4.7,40.722396,-74.0098096,2,4.163934426
Aquagrill,16759567,2122740505,0,4,198,4.4,12122740505,%2B12122740505,IUvJ8jmojYu1FsOQ0PfFcg,Aquagrill,4,1324,$$$,0,Seafood,ChIJQ_fi-YxZwokReMQT2EyhQtE,Aquagrill,4.5,40.7253089,-74.0038433,3,4.229508197
Papatzul,16774615,2122748225,0,4,81,4,12122748225,%2B12122748225,ojeMH0rbOOMx9ajChbVkJQ,Papatzul,3.5,406,$$,0,Mexican,ChIJz0-5mIhZwokRGukL_Hc8xSw,Papatzul,4.1,40.7221555,-74.0036742,0,3.803278689
Ninja New York,16773781,2122748500,0,4,141,4.1,12122748500,%2B12122748500,P8YbK6_2TnXHojrs0ycisg,Ninja New York,3.5,1664,$$$,0,Japanese,ChIJs1fnqh9awokRNdlwT_9hPwo,NINJA NEW YORK,4.3,40.716736,-74.0093426,3,3.901639344
MarkJoseph Steakhouse,16771811,2122770020,0,4,33,3.8,12122770020,%2B12122770020,3hRE9hN7Yp9AHJD8ahAVDQ,MarkJoseph Steakhouse,4,380,$$$$,0,Steakhouses,ChIJEx7kTCNawokRCpJ7Z5FMIHA,MarkJoseph Steakhouse,4.5,40.70837,-74.00152,3,4.032786885
Dos Caminos,16764568,2122774300,0,4,179,4.3,12122774300,%2B12122774300,R5jpETY0OshPn-AeJjs0fA,Dos Caminos,3.5,1029,$$,0,Mexican,ChIJeVzFdo5ZwokR67iJhSLdQZs,Dos Caminos,3.9,40.7266452,-73.9999024,2,3.836065574
Billie's Black,16760658,2122802248,0,4,19,3.7,12122802248,%2B12122802248,Fl2z1edJw3MONc9rERWRMg,B2 Harlem,4,231,$$,restaurant_reservation,Seafood,ChIJ_0mF8xP2wokRbPP_qN56BKc,B2 Harlem,4.3,40.806208,-73.9532758,3,3.93442623
Thai Market,16783993,2122804575,0,3,82,4.2,12122804575,%2B12122804575,p2zm0HnXZkI2yCAuYLb45g,Thai Market,4,962,$$,0,Thai,ChIJ8yYSWCP2wokRym-2HUHMJuI,Thai Market,4.3,40.8013469,-73.9652933,2,4.098360656
Flor de Broadway Restaurant,16770257,2122811556,0,2,10,3.5,12122811556,%2B12122811556,m7ADY4H2wnA3n_QWxheEzQ,Flor de Broadway,4,93,$,0,Sandwiches,ChIJU51Zd2b2wokRcrMWaxJRfWQ,La Flor De Broadway,4.1,40.8218698,-73.9540449,1,3.803278689
Charles' Country Pan Fried Chicken,16762496,2122811800,0,2,32,3.7,12122811800,%2B12122811800,nnfJgt5uw7f-tx5HT09Bkw,Charles Pan Fried Chicken Restaurant,4,82,$$,0,Southern,ChIJ7_ptNH72wokRWJ29NvzJSd0,Charles' Country Pan Fried Chicken,4.2,40.8146145,-73.9482674,2,3.901639344
P.J. Clarke's,18076905,2122851500,0,4,23,3.7,12122851500,%2B12122851500,B-MDhRKRTmTqj4Vp_p8AGw,P.J. Clarke's,3,511,$$,0,American (Traditional),ChIJy8jTDBtawokRuFkJI_8AmuI,P.J. Clarke's,4.2,40.713756,-74.016182,2,3.573770492
Pershing Square,16775012,2122869600,0,4,112,4.2,12122869600,%2B12122869600,PWzDV2G8ZGnIgjFupSZhQw,Pershing Square,3,668,$$,0,American (Traditional),ChIJBRoSgwFZwokRUSh30OTrJ6A,Pershing Square,4.2,40.752023,-73.977754,2,3.737704918
Earl's Beer & Cheese,16786287,2122891581,0,2,36,3.9,12122891581,%2B12122891581,DpZBA0-f7Um9lvnp1zZM2A,Earl's Beer & Cheese,4,574,$$,0,Bars,ChIJbXB25KZYwokRDPPpjiXlUKw,Earl's Beer and Cheese,4.6,40.7873024,-73.9515559,2,4.098360656
Taco Mix,16784010,2122892963,0,2,13,3.6,12122892963,%2B12122892963,hSkeb_lmfxnoqg7EVo19Vw,Taco Mix,4,354,$,0,Mexican,ChIJ2RB8ywf2wokRO5NQU16lvzY,Taco Mix,4.2,40.7972067,-73.9386762,1,3.868852459
Ricardo Steak House,16776301,2122895895,0,4,93,4.2,12122895895,%2B12122895895,CfWe636m2CAUg4FAdl_zVQ,Ricardo Steak House,4,967,$$$,0,Steakhouses,ChIJNT3RSgH2wokR2ZqvHjeklRk,Ricardo Steak House,4.5,40.7935191,-73.9406515,2,4.163934426
Ocean Restaurant,16784709,2122899293,0,2,12,3.7,12122899293,%2B12122899293,wtmPjQuCKeFuMdcR5SKEAQ,Ocean Restaurant,2.5,18,$$,0,Chinese,ChIJBegiC3P2wokRx-3eake6M24,Ocean,3.1,40.8108624,-73.9435994,2,3.049180328
Tabata,16786999,2122907691,0,3,61,4.1,12122907691,%2B12122907691,xUD5j3fq3CExLfyV-GhHPA,Tabata Ramen,3.5,582,$$,0,Japanese,ChIJ1QTJtlJYwokRyrkOo1ZG2xg,Tabata,4.2,40.7569564,-73.9934815,1,3.868852459
Sweets by CHLOE.,16793976,2122908000,0,3,41,4.4,12122908000,%2B12122908000,GtfhGhWmr1kQ4EnFTlwg7w,by CHLOE. West Village,4,1598,$$,0,Vegan,ChIJIbitGJJZwokR9VenUP8f_0E,by CHLOE. West Village,4.3,40.7292552,-74.0009386,2,4.163934426
Robert,16784755,2122997730,0,4,41,4,12122997730,%2B12122997730,h8XLhVVPoYPYodZqQOjRMw,Robert,4,882,$$$,0,American (New),ChIJbxudM_ZYwokRNZbwXK-_GzE,Robert,4.5,40.7673947,-73.9820338,3,4.098360656
The Fat Radish,16785958,2123004053,0,4,63,4.1,12123004053,%2B12123004053,8fn5gUBncPJifhsEKmAejQ,The Fat Radish,3.5,536,$$$,0,British,ChIJk6qdTChawokR5ChJI4uG48w,The Fat Radish,4.3,40.715279,-73.991944,2,3.901639344
Haru Sushi,18407273,2123014440,0,3,4,3.2,12123014440,%2B12123014440,KS-DmyDoStti9ZjAWPO53A,Haru Sushi,3.5,77,$$$,0,Sushi Bars,ChIJqRRpsFlYwokRBMhavixr9Xc,Haru Sushi,4.3,40.7672443,-73.9864327,2,3.606557377
Locksmith Bar,16785315,2123049463,0,3,9,3.6,12123049463,%2B12123049463,zZpuUqF0iENnyYd2UYIX6w,Locksmith Bar,4,317,$$,0,Wine Bars,ChIJ8eptJAP0wokRedQqUtMxdYM,Locksmith Bar,4.3,40.8573496,-73.9325526,2,3.901639344
Afghan Kebab House,16759005,2123071612,0,3,45,3.9,12123071612,%2B12123071612,JOXl-jcvaciJa_oQAvFkbA,Afghan Kebab House,3.5,265,$$,0,Afghan,ChIJvVW1NldYwokR52Y_pWxWBxw,Afghan Kebab House,3.2,40.76416,-73.988087,2,3.475409836
Ceci Italian Restaurant,16786538,2123075484,0,3,65,4,12123075484,%2B12123075484,0frCoaUJ_XWiz1BXiHBcwg,Ceci Italian Cuisine,3.5,267,$$,0,Italian,ChIJhxitpP9YwokRChdJAWqexlo,Ceci,4.1,40.756657,-73.981212,2,3.803278689
Rue 57,16776715,2123075656,0,4,228,4.4,12123075656,%2B12123075656,uuDvk4EsRUkeTj4jVKJOpw,Rue 57,3.5,1065,$$,0,French,ChIJLSZBAPpYwokR90u722Yqs68,Rue 57,4.2,40.7640334,-73.9770219,2,3.967213115
Aquavit,16759572,2123077311,0,4,155,4.4,12123077311,%2B12123077311,f7apP8A_0_KqcGQTK4V2TQ,Aquavit,4,721,$$$$,0,Scandinavian,ChIJWfonJ_tYwokRwIGb6Im403E,Aquavit,4.5,40.7608582,-73.9720839,4,4.229508197
Island Burgers & Shakes,16768445,2123077934,0,4,91,4.2,12123077934,%2B12123077934,HgOdD_mKDldva0eIoa3Z5g,Island Burgers & Shakes,4,688,$$,0,American (Traditional),ChIJCzK4N1dYwokRymVGzTdqFv4,Island Burgers & Shakes,4.4,40.7642444,-73.9881871,2,4.131147541
Lattanzi Restaurant,16770601,2123150980,0,4,85,4.2,12123150980,%2B12123150980,cUNFGQB2I3GI_vqy2OBW3Q,Lattanzi,3.5,245,$$$,0,Italian,ChIJBQop4lNYwokR5TMewzzDyrs,Lattanzi Restaurant,4.3,40.7607825,-73.9900319,3,3.93442623
Dafni Greek Taverna,16783647,2123151010,0,4,87,4,12123151010,%2B12123151010,trEnFaHqRkJqtjRvzx7PsQ,Dafni Greek Taverna,4,917,$$,0,Greek,ChIJI0r7EFNYwokRWiTeT54hIRY,Dafni Greek Taverna,4,40.7580097,-73.9908378,2,3.93442623
Braai,16782238,2123153315,0,4,58,3.9,12123153315,%2B12123153315,WbkM29ZUAJtsatHEPBZtAQ,Laboratorio,4,92,$$,0,Italian,ChIJab-WG1dYwokR_CrgpfhvRrs,Laboratorio,4.2,40.763641,-73.986802,2,3.967213115
Cafe Du Soleil,16761685,2123165000,0,4,64,4.1,12123165000,%2B12123165000,6S62Z7e0UP82shutXERUzA,Cafe Du Soleil,3.5,368,$$,0,French,ChIJdSjF_yT2wokRGIi9gbkjZPw,Cafe Du Soleil,4.2,40.8000562,-73.9684479,2,3.868852459
P.J. Clarke's,16774397,2123171616,0,4,109,4.1,12123171616,%2B12123171616,54SrQVVhGcvfuIkFabQ8KQ,P.J. Clarke's,3.5,868,$$,0,American (Traditional),ChIJu4DTYeRYwokRHjDHAffrjeY,P.J. Clarke's,4.4,40.7589726,-73.9681925,2,3.93442623
Strip House,16778353,2123280000,0,4,174,4.2,12123280000,%2B12123280000,DijUyfUGs6WoN4dp0_OANQ,Strip House,4,953,$$$$,0,Steakhouses,ChIJ99hry5lZwokRlClJt421pzs,Strip House,4.5,40.734399,-73.9934116,3,4.163934426
The Dining Room at The Modern,16772739,2123331220,0,4,221,4.5,12123331220,%2B12123331220,_LJFf9YqpYxvExTvVxb7Rw,The Modern,4.5,946,$$$$,0,American (New),ChIJMW-gxPtYwokRzDlnsRgq9rA,The Modern,4.6,40.761081,-73.976753,4,4.459016393
Marseille,16771830,2123332323,0,4,158,4.4,12123332323,%2B12123332323,NMVRHrkdp68twl4CWo1I5A,Marseille,4,852,$$$,0,French,ChIJDf7etFNYwokR_b7pJ_D2_dM,Marseille,4.3,40.7598041,-73.991377,3,4.163934426
Hummus Kitchen,16782746,2123333009,0,3,70,4,12123333009,%2B12123333009,Ti-957LNURM0Gy2CXIbQOw,Hummus Kitchen,4,740,$$,0,Middle Eastern,ChIJLxEfOFdYwokRueHUgqu9oUI,Hummus Kitchen,4.3,40.7642804,-73.9880018,1,4.032786885
Joe's Shanghai,16769039,2123333868,0,2,95,4.1,12123333868,%2B12123333868,6hacsz7FUwprKTjJb6KFog,Joe's Shanghai,3.5,1455,$$,0,Shanghainese,ChIJv5WLFfpYwokRs7PxozOFgBE,Joe's Shanghai,4.1,40.7627553,-73.9760807,2,3.836065574
5 Napkin Burger,16784848,2123334488,0,4,116,4.2,12123334488,%2B12123334488,0EIIFAq7YmPk3tgPzVx82g,5 Napkin Burger,3.5,784,$$,0,Burgers,ChIJ8U_VmoZYwokR4g5HIK6dYso,5 Napkin Burger,4.2,40.7870761,-73.9779261,2,3.901639344
Pam Real Thai,16774481,2123337500,0,2,187,4.4,12123337500,%2B12123337500,Wn-onuhUajQG6Iwngav74g,Pam Real Thai Food,3.5,612,$$,0,Thai,ChIJL8sjJVFYwokRrQm5emskvxE,Pam Real Thai Food,4.2,40.7629423,-73.9899086,1,3.967213115
Kori Tribeca,16769957,2123340908,0,3,38,3.9,12123340908,%2B12123340908,8Si3qLOfN70ixYPhoDYr3w,Kori Tribeca,4,450,$$,0,Korean,ChIJ__9Lhp1ZwokRh28Kvx4W5DQ,Free Yellow Pages,0,40.728472,-73.9832095,0,2.590163934
Nyonya,16773974,2123343669,0,3,187,4.4,12123343669,%2B12123343669,M-odQWSEfsR2mVEw7nKG-g,Nyonya,4,1989,$$,delivery,Asian Fusion,ChIJ0VKRSIhZwokRdCKH7vdxs2o,Nyonya,4.2,40.719002,-73.9970266,2,4.131147541
Frenchette,18997731,2123343883,0,3,4,3.4,12123343883,%2B12123343883,dAHoDxBmzWqfobnTbCHaQA,Frenchette,3.5,180,$$$$,0,Brasseries,ChIJu7pIuopZwokRvIsndYhPg4U,Frenchette,4.4,40.719607,-74.0056337,3,3.704918033
BINY,16760680,2123345490,0,3,12,3.6,12123345490,%2B12123345490,GYILQtRtBkkGKWFjjpeCAQ,Biny Karaoke Bar and Lounge,3.5,138,$$,0,Karaoke,ChIJh6kPFotZwokRZnoXYb5YTjE,Biny Karaoke Bar & Lounge,4.1,40.7219772,-74.004967,1,3.672131148
The Hideaway,16767802,2123345775,0,4,16,3.5,12123345775,%2B12123345775,8ERDirrcagy6XNfVmeJt-g,The Hideaway,3,96,$$,0,Bars,ChIJP-nKWh5awokRI2EJ1hN1LpI,The Hideaway Tribeca,4.1,40.717551,-74.010297,2,3.475409836
Gato,16791233,2123346400,0,4,31,4.1,12123346400,%2B12123346400,Ve9eysLcTjGLbKp7tjOd9w,Gato,4,1092,$$$,0,Mediterranean,ChIJiaS2jo9ZwokRLcVlNX7PjTE,GATO,4.4,40.7255745,-73.9952528,3,4.098360656
B&B Winepub,16785693,2123347320,0,4,9,3.6,12123347320,%2B12123347320,yy8jf3cnbXG4KOLGNJVfig,Burger & Barrel,3.5,807,$$,0,Burgers,ChIJATT_UY5ZwokRBDqjEuq0Ors,Burger & Barrel,4.2,40.7256816,-73.9979265,2,3.704918033
Burger & Barrel,16785646,2123347320,0,4,58,4.1,12123347320,%2B12123347320,yy8jf3cnbXG4KOLGNJVfig,Burger & Barrel,3.5,807,$$,0,Burgers,ChIJATT_UY5ZwokRBDqjEuq0Ors,Burger & Barrel,4.2,40.7256816,-73.9979265,2,3.868852459
Greenwich Street Tavern,16784253,2123347827,0,4,7,3.4,12123347827,%2B12123347827,tS57VDB7MA81rzOsQkTrmw,Greenwich Street Tavern,4,113,$$,0,American (Traditional),ChIJY9jko_VZwokR7tAZVy5-m-Q,Greenwich Street Tavern,4.3,40.7208568,-74.0097731,2,3.836065574
Café Gitane,16761712,2123349552,0,4,166,4.3,12123349552,%2B12123349552,g6R8iwi__IDy8plQy0v9WQ,Café Gitane,4,704,$$,0,French,ChIJB-TnioVZwokR1qMpyVU83P4,Cafe Gitane,4.3,40.7231237,-73.9947502,2,4.131147541
