name,id,phone,reservations,price_range,review,rating,y_phone_key,g_phone_key,y_id_no,y_name,y_rating,y_review,y_price_range,y_reservations,y_category,g_place_id,g_name,g_rating,lat,lng,g_price_range
Eat,16830793,8187604787,0,1,65,4.2,18187604787,%2B18187604787,t4L7_yQQF2HwKH7h7brpaQ,EAT,4,2004,$$,0,Breakfast & Brunch,ChIJf4hGn_OVwoARqBOPzWTnknM,EAT,4.5,34.1647896,-118.3727955,2
Eat Drink Americano,16835423,2136200781,0,3,15,3.8,12136200781,%2B12136200781,ECDeXJtkl5umk8_CZp7hkw,Eat Drink Americano,4,726,$$,0,American (New),ChIJXxLCxj7GwoAR0DXh95LKGy4,Eat Drink Americano,4.4,34.0461026,-118.2342293,2
Eggslut,16837203,2136250292,0,1,115,4.9,12136250292,%2B12136250292,b4SH4SbQUJfXxh6hNkF0wg,Eggslut,4,5502,$,0,Breakfast & Brunch,ChIJuQ5bj0vGwoAR8xOTMYQAboQ,Eggslut,4.4,34.0505885,-118.2486089,1
El Coyote,16811549,3239392255,0,1,87,4,13239392255,%2B13239392255,Pb9KCJOvzfE20vRmOGtOrg,El Coyote Mexican Cafe,3.5,1613,$$,0,Mexican,ChIJEQQ9Cim5woARJfp1lA_amWc,El Coyote,4.3,34.0758933,-118.3492306,2
El Criollo,16811550,8187858625,0,2,26,4,18187858625,%2B18187858625,Ts7G7d6zFWrRf1opmhrwdg,El Criollo,4,260,$$,pickup,Cuban,ChIJeYwT2RqXwoARNZTsxeNkQ_Q,El Criollo Cuban Restaurant,4.4,34.1913545,-118.4483682,1
El Tarasco,16811985,3103380399,0,1,33,4.1,13103380399,%2B13103380399,XC8jbjBln9rSUIiAF55MGg,El Tarasco,3.5,364,$,0,Mexican,ChIJOXdqds2wwoARQ9umaHunYWg,El Tarasco Mexican Food,4.3,33.9591147,-118.3958441,1
Emporium Thai,16812094,3104782838,0,1,27,4,13104782838,%2B13104782838,P25ArRndceXqLe-Tf2IHeA,Emporium Thai Catering,5,58,0,0,Caterers,ChIJwSycTn67woARNl5GJxIWJ2g,Emporium Thai,4,34.0572125,-118.4431397,2
Engine Co. No. 28,16812110,2136246996,0,3,92,4.3,12136246996,%2B12136246996,ejfEY1V3g3x3Q-8gbDlHaA,Engine Co No 28,3,712,$$,0,American (Traditional),ChIJ2fQSQ7HHwoAR_1kXpeHccbg,Engine Co. No. 28,4.1,34.04972,-118.2593666,2
Enzo & Angela,16812122,3104773880,0,2,16,3.8,13104773880,%2B13104773880,qBiQuYFNV2YZE2GsP7NxCA,Enzo & Angela,4,280,$$,0,Italian,ChIJdQxLNGe7woARSaDDX0ZLzq0,Enzo & Angela The Italian Restaurant,4.2,34.0491968,-118.4615418,2
Enzo's Pizzeria,16812123,3102083696,0,1,46,4.2,13102083696,%2B13102083696,hdabpPPAaPp6Q3rQ47zZOw,Enzo's Pizzeria,3.5,620,$,0,Pizza,ChIJ3fIi7IO8woARLQmaGGZ-FSM,Enzo's Pizza,4.5,34.062382,-118.446583,2
Espresso Profeta,16832413,3102083375,0,1,18,3.9,13102083375,%2B13102083375,7MtJs6pZ4uQ4ZdVh4sJMsQ,Espresso Profeta,3.5,835,$$,0,Coffee & Tea,ChIJkydzloG8woARi25SOkVMPx4,Espresso Profeta,4.5,34.0603134,-118.4441764,2
Faith & Flower,16837111,2132390642,0,4,51,4.4,12132390642,%2B12132390642,c7xLlX7RjxD0WUcl2sm4Lw,Faith & Flower,4,2350,$$$,0,American (New),ChIJleyfHLfHwoARbRNsDmo9PWc,Faith & Flower,4.5,34.0460359,-118.2615537,3
Farmer Boys,16825851,2132288999,0,1,18,3.8,12132288999,%2B12132288999,wO0qB3ZUY4A2ti3yYH-1xA,Farmer Boys,3,505,$$,0,Breakfast & Brunch,ChIJB4XOXSbGwoARGYBJ-ctmvCM,Farmer Boys,4.3,34.0320738,-118.2383337,2
Farmshop,16833810,3105662400,0,3,70,4.5,13105662400,%2B13105662400,fQDG5tQ-kCuuphW8eg9XZQ,Farmshop,3.5,584,$$,delivery,American (New),ChIJx3qVjFWjwoARinAuM84NFMI,Farmshop,4.5,34.0475063,-118.4906377,3
Fatburger,16812300,8189892695,0,1,10,3.6,18189892695,%2B18189892695,uXMB5mirQDhzv4n6IC3e6w,Fatburger,3,170,$$,0,Burgers,ChIJeYryDHOXwoARFert9Tvf6aw,Fatburger,4.3,34.1824854,-118.465969,2
Fatburger,16812287,3102681112,0,1,14,3.6,13102681112,%2B13102681112,V0PC9nh-iRnxwXtt2DR0LA,Fatburger,3.5,117,$,0,Burgers,ChIJrTSIqF27woAREOd3yQCG86E,Fatburger,4.3,34.0459964,-118.4654057,2
Fig & Olive Melrose,16834143,3103609100,0,3,108,4.5,13103609100,%2B13103609100,_vFkAGFg9lAPRxG7gy3dQw,Fig & Olive - Melrose Place,4,2382,$$$,0,Mediterranean,ChIJldR-KLG-woARgl2uvcImIgs,FIG & OLIVE,4.4,34.0834456,-118.3761384,3
Figtree's Cafe,16812349,3103924937,0,2,54,3.9,13103924937,%2B13103924937,ofm67GHO_828YM9ipBlDdQ,Figtree's Café & Grill,3.5,506,$$,pickup,American (New),ChIJxYxUSsm6woARub40b7qFwAk,Figtree's Cafe,4,33.99342,-118.4792944,2
Fisherman's Outlet Restaurant and Market,16812377,2136277231,0,2,58,4.4,12136277231,%2B12136277231,TQjFx3yzyUYBdWb-MpIfvQ,Fisherman's Outlet,4,1082,$$,0,Seafood Markets,ChIJSdzoiTrGwoARNH3kQNv_ODs,Fisherman's Outlet,4.6,34.0408415,-118.2400648,2
Flake,16831288,3103962333,0,1,62,4.1,13103962333,%2B13103962333,aJcW2gFFYYP8H1kNvUeoRQ,Flake,4.5,998,$,0,Breakfast & Brunch,ChIJB5fFbcW6woARA2gtkRwPPF4,Flake,4.6,33.9983932,-118.4737859,1
Fleming’s Prime Steakhouse & Wine Bar,16830814,2137459911,0,4,46,3.7,12137459911,%2B12137459911,1toW0p9uJQMEayWlUDz4WQ,Fleming's Prime Steakhouse & Wine Bar,4,1517,$$$,0,Steakhouses,ChIJG5wBgrfHwoARO_TfGQqe4xM,Fleming’s Prime Steakhouse & Wine Bar,4.4,34.0449106,-118.2652163,4
Fleming’s Prime Steakhouse & Wine Bar,16812396,8183461005,0,4,49,3.9,18183461005,%2B18183461005,McT67HUzz6vS3_vDGTxjXw,Fleming's Prime Steakhouse & Wine Bar - Woodland Hills,4,1001,$$$,0,Steakhouses,ChIJa12RKiKcwoARlPv0WebRo_Q,Fleming’s Prime Steakhouse & Wine Bar,4.5,34.1864121,-118.6063916,4
Four 'n 20 Restaurant & Pie,16812510,8189881152,0,1,13,3.7,18189881152,%2B18189881152,UU2fzQ2FHBNC7CoNRMJR1g,Four 'N 20 Restaurants,3.5,270,$$,0,Bakeries,ChIJQ9TvzK-XwoARONWDY8-xdnY,Four 'n 20 Restaurant Grill,4.3,34.1711293,-118.4483962,2
Weiler's Delicatessen,16824743,8188846611,0,1,12,3.7,18188846611,%2B18188846611,JZLfxGbMs5qh4i2ovlRYGg,Frank's Weiler's Deli,4,306,$$,0,Delis,ChIJ_fnzqR6cwoAR4sDWkabvuVk,Frank’s Weiler’s Deli,4.4,34.188817,-118.594033,2
Fresh Corn Grill,16825474,3104700414,0,1,44,4.2,13104700414,%2B13104700414,febD-7q6zGZhiPQrwjVW_Q,Fresh Corn Grill,4,532,$$,0,American (Traditional),ChIJwcuLHDCx4RQRXs1RuZs_zDg,Fresh Corn Grill,4.4,34.0575644,-118.4429061,2
Frida Mexican Cuisine,16834968,3102090666,0,2,11,3.6,13102090666,%2B13102090666,EkG5CXl366qLwZlTJbCuuQ,Frida Mexican Cuisine,3,397,$$,pickup,Mexican,ChIJF83GyoG8woARVhXQHm_atuY,Frida Mexican Cuisine – Westwood,4,34.0603218,-118.4426588,2
fundamental LA,16834492,3104447581,0,2,32,4.2,13104447581,%2B13104447581,atasQmdwOXb0otZ4B56BVg,fundamental LA,4,969,$$,0,American (New),ChIJ324NU367woARcmtIe2RLiDI,fundamental LA,4.4,34.0567988,-118.4428802,2
The Eclectic,16811382,8187602233,0,3,36,3.9,18187602233,%2B18187602233,s1MB74ZZ3NmzofCg84CMXA,The Eclectic,3.5,656,$$,0,American (New),ChIJVVWR6vOVwoARGHRlsNH9RsU,Gazette Network Food And Beverage,0,34.1645044,-118.3740665,0
Ginger Thai,16812841,8188877118,0,2,27,4,18188877118,%2B18188877118,NNhek1OiQs7JJbfFwaKnnQ,Ginger Thai Cuisine,4,211,$$,pickup,Thai,ChIJn8m570ecwoARWXeopsPnZb4,Ginger Thai,4.4,34.2004878,-118.6139676,2
Gjusta,16839763,3103140320,0,2,10,2.4,13103140320,%2B13103140320,Upyt_-Gh0sS3oTosacsbdQ,Gjusta,4,1359,$$,0,Bakeries,ChIJIb5F-cW6woARd4CTt6yz_pg,Gjusta,4.6,33.9952738,-118.4745361,2
Go's Mart,16831346,8187041459,0,3,15,3.8,18187041459,%2B18187041459,N2VCvPki-JN7d5fWxMmXKg,Go's Mart,4,372,$$$$,0,Sushi Bars,ChIJn8m570ecwoARabBQ2DaoPk4,Go's Mart,4.5,34.2005935,-118.6135503,4
Golden Dragon Restaurant,16812950,2136262039,0,2,25,4,12136262039,%2B12136262039,BRmZGc_0QFZKy_8287c7zA,Golden Dragon Restaurant,3.5,679,$,0,Dim Sum,ChIJc2KaQ1nGwoARaoH2ks-gGcg,Golden Dragon Restaurant,4.1,34.0655701,-118.236411,2
Greenwich Village Pizza,16813257,2137493920,0,1,12,3.7,12137493920,%2B12137493920,Im1t5ro05aEzfmFqWTDOZQ,Greenwich Village Pizzeria,3,64,$$,0,Pizza,ChIJO0SASNHHwoARDUgUfhTvYQE,Greenwich Village Pizza,4.2,34.0282878,-118.2601945,2
Grub,16813295,3234613663,0,2,93,4.3,13234613663,%2B13234613663,FWUYgZQZSMKXFr33jrN1mQ,As You Like It Catering,5,6,0,0,Caterers,ChIJz6iHvjK_woARFx-arjy79tc,Grub,4.5,34.087589,-118.333348,2
Guelaguetza Restaurante,16813319,2134270608,0,2,99,4.4,12134270608,%2B12134270608,IzRINfSLBr6k_dq1e2WNew,Guelaguetza Restaurante,4,2033,$$,0,Mexican,ChIJKSPWlH-4woARrKJ5thvMBeY,Guelaguetza Restaurante,4.4,34.0524074,-118.3006681,2
Gushi,16813353,3102084038,0,1,26,4,13102084038,%2B13102084038,g-B5qeJ0V9mTKrM9Ekr7BA,Gushi,4,1055,$$,0,Korean,ChIJwzOdg4O8woARgDxTE5yzRn4,Gushi,4.3,34.0622639,-118.4478882,1
Gyu-Kaku Japanese BBQ Dining,16825453,8188884030,0,1,22,3.8,18188884030,%2B18188884030,a2RYTS9dc0-jsjSTWIaWmA,Gyu-Kaku Japanese BBQ,3.5,891,$$,0,Japanese,ChIJc6DU6yKcwoARyRc_MrJasU8,Gyu-Kaku,4.3,34.1910377,-118.6024127,2
Gyu-Kaku,16813365,8185015400,0,2,61,4.1,18185015400,%2B18185015400,LtsI9R0Ki1edZqketLEJzA,Gyu-Kaku Japanese BBQ,4,1347,$$,0,Japanese,ChIJW6u4PM6XwoARCDsGFszVT5A,Gyu-Kaku Japanese BBQ,4.4,34.1516841,-118.4484022,2
Hacienda Del Rey,16813409,3106708588,0,2,35,4.1,13106708588,%2B13106708588,AVppV_P8HSE6kquiWI_hbw,Hacienda Del Rey,3.5,318,$$,0,Mexican,ChIJAZ-PSOuwwoARM1F-gKin2OA,Hacienda Del Rey,4.4,33.9614296,-118.4209925,1
Hama Sushi Restaurant,16820824,3103968783,0,2,49,3.9,13103968783,%2B13103968783,i7HKiAJIBciNptQw6Zh-4A,Hama Sushi,3.5,468,$$,0,Sushi Bars,ChIJTYgm47i6woARcZ17uqzUB0M,Hama Restaurant,4.2,33.9885432,-118.4707852,2
Hamasaku,16813436,3104797636,0,3,52,4.2,13104797636,%2B13104797636,py2dW-WLfw8RfT4lkYX6pA,Hamasaku,4,492,$$$,0,Japanese,ChIJQ6G-cHe7woARm0tCODdUL6U,Hamasaku,4.5,34.0482992,-118.4433502,3
Happy Dogs,16813520,8189890193,0,1,10,3.6,18189890193,%2B18189890193,vSaDQBauZLCmayRJ_VeKbA,Happy Dogs,4,86,$,0,Fast Food,ChIJZWZ2WgaXwoARGLAmXV8sb0I,Happy Dogs,4.3,34.1834492,-118.4489698,2
Hayat's Kitchen,16832470,8187614656,0,2,11,3.8,18187614656,%2B18187614656,f_8aK4nfP4H5CIhsUj-bTg,Hayat's Kitchen,4.5,992,$$,pickup,Lebanese,ChIJg-lM3eyVwoARRxji9uzVv1U,Hayat's Kitchen,4.5,34.1728754,-118.3709438,2
Hinano Cafe,16825940,3108223902,0,1,54,4.1,13108223902,%2B13108223902,_9u07K01IoYJLtVqRjM8og,Hinano Café,4,650,$,0,Dive Bars,ChIJV2XLBaO6woARqP-LYI1gFB0,Hinano Cafe,4.6,33.9794974,-118.466568,1
Hodori,16813722,2133833554,0,2,49,3.9,12133833554,%2B12133833554,drRIEHxmi6KtgXT4pUsLzQ,Hodori Restaurant,3.5,971,$$,pickup,Korean,ChIJ2arNv4PHwoARqipglktD9Bk,Hodori,4,34.052428,-118.2920499,2
Homegirl Cafe,16813792,3235261254,0,1,20,3.9,13235261254,%2B13235261254,f9MgIXgN6VxIxHZLtJ4vzg,Homeboy Industries,4.5,56,0,0,Community Service/Non-Profit,ChIJQ_IFg1vGwoARWEwGQGT52cE,Homeboy Industries,4.7,34.0623052,-118.2358743,0
Honey Pig,16813801,2133800256,0,3,31,3.7,12133800256,%2B12133800256,4FW2ASAXH1AANRgBBZoz1Q,Honey Pig,3.5,906,$$,0,Korean,ChIJD_OkZYG4woARl6HOqMMSlV0,Honey Pig,4.1,34.0575451,-118.3032697,2
Hugo's,16814014,8187618985,0,2,112,4.3,18187618985,%2B18187618985,YkKS9jRM-Z80Wn6emYk1Tw,Hugo's,4,1265,$$,0,American (New),ChIJ6cIVzBmWwoARhSdO0XcmXdk,Hugo's Restaurant,4.4,34.1578716,-118.4132183,2
Hugo's Tacos,16814016,8187627771,0,1,48,3.9,18187627771,%2B18187627771,C-2IOguYoh_FKiP25Jx9Eg,Hugo's Tacos,3.5,914,$,pickup,Mexican,ChIJa8kfNxiWwoARD2sK_jeDmXU,Hugo's Tacos,4.1,34.1573216,-118.4139925,1
Humble Potato,16836521,3239892242,0,1,10,3.5,13239892242,%2B13239892242,goOpupvfJhbzZdQb4vXeWg,Humble Potato,4,863,$$,pickup,American (New),ChIJKWS0UuuwwoARB7l8DRl5k8A,Humble Potato,4.4,33.9621142,-118.4215461,2
Hy Mart,16814058,8185067264,0,1,12,3.8,18185067264,%2B18185067264,oIp-DNXzOlEyzEUTgHkd_A,Hy Mart Sandwiches,4.5,854,$,0,Sandwiches,ChIJoUZtvh--woARoQEOn5SsXCQ,Hy Mart,4.5,34.1573217,-118.3713275,0
In-N-Out Burger,16830895,8007861000,0,1,16,4.1,18007861000,%2B18007861000,rw_Zit7eG4gCNjarrSTRiA,In-N-Out Burger,4.5,22,$,0,American (Traditional),ChIJ5xHkkNOwwoARfN2_9LZe2qc,In-N-Out Burger,4.5,33.9537068,-118.3967825,1
In-N-Out Burger,16831009,8007861000,0,1,26,4,18007861000,%2B18007861000,rw_Zit7eG4gCNjarrSTRiA,In-N-Out Burger,4.5,22,$,0,American (Traditional),ChIJ5xHkkNOwwoARfN2_9LZe2qc,In-N-Out Burger,4.5,33.9537068,-118.3967825,1
In-N-Out Burger,16814207,8007861000,0,1,43,4.2,18007861000,%2B18007861000,rw_Zit7eG4gCNjarrSTRiA,In-N-Out Burger,4.5,22,$,0,American (Traditional),ChIJ5xHkkNOwwoARfN2_9LZe2qc,In-N-Out Burger,4.5,33.9537068,-118.3967825,1
In-N-Out Burger,16814204,8007861000,0,1,63,4.3,18007861000,%2B18007861000,rw_Zit7eG4gCNjarrSTRiA,In-N-Out Burger,4.5,22,$,0,American (Traditional),ChIJ5xHkkNOwwoARfN2_9LZe2qc,In-N-Out Burger,4.5,33.9537068,-118.3967825,1
In-N-Out Burger,16814203,8007861000,0,1,72,4.3,18007861000,%2B18007861000,rw_Zit7eG4gCNjarrSTRiA,In-N-Out Burger,4.5,22,$,0,American (Traditional),ChIJ5xHkkNOwwoARfN2_9LZe2qc,In-N-Out Burger,4.5,33.9537068,-118.3967825,1
In-N-Out Burger,16814206,8007861000,0,1,84,4.4,18007861000,%2B18007861000,rw_Zit7eG4gCNjarrSTRiA,In-N-Out Burger,4.5,22,$,0,American (Traditional),ChIJ5xHkkNOwwoARfN2_9LZe2qc,In-N-Out Burger,4.5,33.9537068,-118.3967825,1
India's Oven,16814219,3102075522,0,1,13,3.6,13102075522,%2B13102075522,CiOuPxuFKEMD2nJaifUWjg,India's Oven,4.5,1095,$$,0,Indian,ChIJAw8o2mC7woARLkkp7BBsPUw,India's Oven,4.3,34.0501954,-118.4602717,2
Intelligentsia Coffee,16831992,3103991233,0,1,78,4.5,13103991233,%2B13103991233,icILg5ldf5WIjlnpPscupg,Intelligentsia Coffee,4,1500,$$,0,Coffee & Tea,ChIJmQGsZb-6woARosdaaG-x8RI,Intelligentsia Coffee Venice Coffeebar,4.4,33.9910996,-118.4669272,2
Iroha,16814284,8189909559,0,3,101,4.3,18189909559,%2B18189909559,Zf512CmdL0OQ9enIYDEhlQ,Iroha Sushi of Tokyo,4,1001,$$$,delivery,Sushi Bars,ChIJpYv0L_W9woAR4vFTG3LpTgQ,Iroha Sushi of Tokyo,4.6,34.1458274,-118.4155787,3
Italy's Little Kitchen,16814337,3106451220,0,2,43,4.1,13106451220,%2B13106451220,zraGqgNUkbDajsuolB4Ogg,Italy's Little Kitchen,3.5,412,$$,0,Italian,ChIJ5RSG_-qwwoARcoOrkF1aRmI,Italy's Little Kitchen,4.4,33.9601479,-118.4193281,2
Jack's Classic Hamburgers,16814553,8187614599,0,1,15,3.8,18187614599,%2B18187614599,lVYLaOxRYK2my0awWL8whg,Jack's Classic Hamburgers,3.5,302,$,0,Burgers,ChIJ55iGfx2-woARUP7S-GIeGac,Jack's Classic Hamburger,4.5,34.1574262,-118.3784742,1
Original Thai,16819020,8185060789,0,2,23,3.9,18185060789,%2B18185060789,9cWUKKaH3aFMzPy7bjSsBA,Jakkapatthai Restaurant,4,46,$$,0,Thai,ChIJjS_XgR2-woARFtobVl8kpcE,JakkaPat Thai Restaurant,4.4,34.1571828,-118.3782874,1
James' Beach,16814650,3108235396,0,3,83,4.3,13108235396,%2B13108235396,vYT5rR41Svb2PWxc_hDkwQ,James' Beach,3.5,741,$$,0,American (New),ChIJ9zv46bu6woARxo8Vn52mcCA,James' Beach,4.2,33.9846764,-118.4703248,2
Derrick's Jamaican Cuisine,16810885,3106417572,0,2,21,3.9,13106417572,%2B13106417572,ETWH4RjC7t1IWGozhkvjSA,Derrick's Jamaican Cuisine,3.5,270,$$,0,Caribbean,ChIJlymz8ym6woARZ3IqmQXV53o,Janga by Derrick's Jamaican Cuisine,4.3,34.0246744,-118.3941265,2
Jar,16814672,3236556566,0,4,101,4.4,13236556566,%2B13236556566,sMcGsWnjfJ1_h-nU_-Ae5g,Jar,3.5,1032,$$$,pickup,American (New),ChIJYxfmZzW5woAR5ZXA4iAzipQ,Jar,4.5,34.0763057,-118.3688048,3
Jinky's Cafe,16814819,8189812250,0,1,59,4,18189812250,%2B18189812250,otxbYrH6sOxfNaw1iSi1ag,Jinky's Cafe - Sherman Oaks,3.5,658,$$,0,American (Traditional),ChIJoykq39KXwoARnwgX8w9Syck,Jinky's Cafe,4.2,34.1494605,-118.4407447,2
Jinos Pars,16819458,3106456666,0,2,25,3.9,13106456666,%2B13106456666,zFaOwOIpnv-FhVnZ93TYYg,Jino's Pars,4,498,$$,0,Persian/Iranian,ChIJv2mANS63woARUyNeJbJehW4,Jino's Pars,4.4,33.9595144,-118.3843179,2
Juicy Ladies,16832397,8187160800,0,1,24,3.8,18187160800,%2B18187160800,M_dtcKR_raTk8bwc1EL9MQ,Juicy Ladies,4,589,$$,0,Vegetarian,ChIJR2f0-Y-ewoARs3NsxYLHfgM,Juicy Ladies,4.4,34.169004,-118.615516,2
Kabuki Japanese,16815231,3106415524,0,2,38,4,13106415524,%2B13106415524,9LntXhQyHeWh4DVuK8JFwg,Kabuki Japanese Restaurant,3.5,771,$$,0,Japanese,ChIJWd_cO023woARTJt1y_4CNug,Kabuki,4.2,33.9785725,-118.39291,2
Kabuki Japanese,16815229,8187048700,0,2,50,4,18187048700,%2B18187048700,gqqNNncL0yoKaqKffNr1jQ,Kabuki Japanese Restaurant,3.5,881,$$,0,Japanese,ChIJ07P1wLeewoARKiebEZ61bIg,Kabuki Japanese Restaurant,4.1,34.1663768,-118.5897437,2
Kanpai Sushi Bar and Grill,16815269,3103387223,0,2,43,4.1,13103387223,%2B13103387223,kDMsnq59lJAjMX1baGJPEA,Kanpai Japanese Sushi Bar & Grill,4,1395,$$$,restaurant_reservation,Japanese,ChIJ96JMTeuwwoARrwh7xAuVrFE,Kanpai,4.4,33.961972,-118.4214507,3
Katsuya,16832105,2137479797,0,4,59,3.8,12137479797,%2B12137479797,XhD5aTVFVjAZqr4bLd_nIQ,Katsuya L.A. Live,3.5,1425,$$$,0,Sushi Bars,ChIJG5wBgrfHwoARmi28ne60Nhs,Katsuya L.A. LIVE,4.2,34.0445612,-118.2656156,3
Kc's Cafe,16815326,3103489697,0,1,14,3.7,13103489697,%2B13103489697,3-xKYqbhN8sp0ZJE7KtquQ,KC's Crepes Cafe,4,34,$,0,Cafes,ChIJa6fbtJSwwoARBpg8wArPz9E,KC's Crêpes Café,4.6,33.962241,-118.421105,1
King Taco,16815435,2137473176,0,1,13,3.8,12137473176,%2B12137473176,8rhL6bIDoH07mwrZiFvkRg,King Taco,3,144,$,0,Mexican,ChIJC_bjKNTHwoARb7ie0iAR64E,King Taco # 6,4.1,34.026643,-118.258616,1
Kings Road Cafe,16815468,3236559044,0,2,48,4.1,13236559044,%2B13236559044,AUJD-VigkpaCQd1k5J-d8w,Kings Road Cafe,4,837,$$,0,Coffee & Tea,ChIJMWE-10q5woAR9T0aZWhOL3w,Kings Road Café,4.5,34.0762434,-118.3723133,2
Kinnara,16832469,8189887788,0,2,15,3.7,18189887788,%2B18189887788,E9biZpXovPMssSiw5siNJw,Kinnara Thai,3.5,835,$$,0,Thai,ChIJ0zDjukaXwoARR215dqSjdrE,Kinnara Thai,4.2,34.2015414,-118.4682655,2
Koi,16815510,3106599449,0,4,156,4.4,13106599449,%2B13106599449,3ok2v2VEV3qFbYNeCiQizQ,Koi,4,999,$$$,0,Japanese,ChIJZ_7qxrC-woARSwIG7Qjowz4,Koi Los Angeles,4.6,34.084505,-118.376139,4
Krua Thai,16815589,8187597998,0,1,46,4.1,18187597998,%2B18187597998,PJ6lMqUqAOvsLcGxa58Evw,Krua Thai Restaurant,3.5,986,$$,0,Thai,ChIJkVj99-yWwoARIIMb3ng8Ryg,Krua Thai Restaurant,4.2,34.2010523,-118.4192202,1
Kyushu Ramen,16815620,8187866005,0,1,26,3.8,18187866005,%2B18187866005,wAO9SspiFBVSVicAekm94w,Hanabishi By Kyushu Ramen,3.5,868,$$,0,Japanese,ChIJ0zDjukaXwoARA6XAzx7hkYE,Kyushu Ramen,4.3,34.2019841,-118.4680012,1
La Bruschetta Ristorante,16815744,3104771052,0,3,14,3.5,13104771052,%2B13104771052,rLFR5Ax1MV0ZmcLvQlf8Rg,La Bruschetta Ristorante,4.5,231,$$$,0,Italian,ChIJb5zKfoK7woARbMUPhIe71dU,La Bruschetta,4.6,34.0524621,-118.4395482,2
La Cabana,16815748,3103927973,0,2,59,3.9,13103927973,%2B13103927973,OE6YkMl3WY8zA5kSsTFZqQ,La Cabana Restaurant,3.5,785,$$,0,Mexican,ChIJc2JTRcO6woARZYR4EjVcAYs,La Cabaña,4.3,34.0008825,-118.468195,2
La Cava,16833924,8189811517,0,3,51,4,18189811517,%2B18189811517,Vgjtu4xB8Wz0lcbeuE6tSw,La Cava,3.5,319,$$$,0,Italian,ChIJ7wgWlSiWwoARigndth213sI,La Cava,4.2,34.1479305,-118.4292592,0
La Fogata Mexican Restaurant,16815864,8185019065,0,1,25,4,18185019065,%2B18185019065,XUPolFBYudGPj2MWH5TuOw,La Fogata Mexican Restaurant,4,669,$$,0,Mexican,ChIJP0TIILeXwoARytL1wuX_Tp0,La Fogata Mexican Restaurant & Catering,4.2,34.1640524,-118.4484991,1
Lala's Grill,16816153,3239346838,0,2,78,4.2,13239346838,%2B13239346838,h_VkRMpSrtjdKDxUJ7sDOQ,Lala's Argentine Grill,4,1878,$$,0,Argentine,ChIJJ6fdRdW-woARDZ3lwT3la3U,Lala's Argentine Grill,4.5,34.0837053,-118.3473002,2
Lamonica's New York Pizza,16816159,3102088671,0,1,44,4.2,13102088671,%2B13102088671,zcZWzI0sE51fOV6Ao-c_TA,Lamonica's New York Pizza,4,960,$,0,Pizza,ChIJLRlkyYO8woARcSWHPDaf9ew,Lamonica's NY Pizza,4.5,34.060902,-118.4468378,1
Larry's Venice,16834656,3103992700,0,2,41,4,13103992700,%2B13103992700,Dr_MVE1UiNl-BhN_h_bxlw,Larry's,3.5,568,$$,0,Gastropubs,ChIJcwg8trm6woARdEXH_yR54Q4,Larry's,4.2,33.9870136,-118.4729875,2
Soleil Westwood,16822048,3104415384,0,3,28,3.9,13104415384,%2B13104415384,VA4pRUIH1vXJLzNFKuUKmg,La Table de Sophie & Le Bar de Simon,4.5,24,0,0,Wine Bars,ChIJp9kuPdq7woARI0vG_UztJp0,Le Bar de Simon,0,34.0555319,-118.4416711,0
Le Pain Quotidien,16830307,3103938185,0,2,14,3.6,13103938185,%2B13103938185,OYt5UHoizvgOsi-cQNYhwQ,Le Pain Quotidien,3.5,163,$$,0,Coffee & Tea,ChIJJ7qewFWjwoARkauIuz-VfPk,Le Pain Quotidien,4.1,34.048187,-118.491084,2
Le Pain Quotidien,16816309,3104760969,0,2,24,4,13104760969,%2B13104760969,X2V5ZvWbK9ugE1QYagLNuA,Le Pain Quotidien,4,142,$$,0,Coffee & Tea,ChIJy0YAs7b-j4AR702akom5TK4,Le Pain Quotidien,4.4,34.0644055,-118.4694077,2
Le Pain Quotidien,16816308,3108247900,0,2,25,3.8,13108247900,%2B13108247900,rbc9eyODP68T_DFzIYuNNQ,Le Pain Quotidien,4,590,$$,0,Bakeries,ChIJlR7sxYO8woARcUAFTg9mEpA,Le Pain Quotidien,4.3,34.0595321,-118.4456246,2
Le Petit Chateau,16816319,8187691812,0,3,11,3.5,18187691812,%2B18187691812,lb5XpS2dyQn68HfU6VoIdA,Le Petit Chateau,3.5,313,$$$,0,French,ChIJ54p3HSK-woARJjayNi5fxyw,Le Petit Chateau,4.1,34.1543919,-118.3685335,3
Le Petit Restaurant,16816315,8185017999,0,3,22,3.8,18185017999,%2B18185017999,v4vZBayS6tGmc2YIEhzhPQ,Le Petit Restaurant,4,399,$$,0,French,ChIJKyQrcyeWwoARhvJG2G76o38,Le petit Restaurant,4.3,34.1467157,-118.4245147,2
Leaning Tower Pizza,16831867,8189869701,0,1,20,4,18189869701,%2B18189869701,9eS5_RECGpBtHOgUg8QZMg,Leaning Tower Pizza & Pasta,4.5,440,$$,0,Pizza,ChIJoykq39KXwoAROIxWD_qWVK0,Leaning Tower Pizza & Pasta,4,34.149366,-118.44064,2
Lemonade,16836588,4247445978,0,2,25,3.8,14247445978,%2B14247445978,NIfvfVLbXGlGJOm4tmHwvg,Lemonade,3.5,777,$$,0,Cafes,ChIJuweCay-xwoARN8PqbjQS78A,Lemonade,3.6,33.9411214,-118.4043032,2
