name,id,phone,reservations,price_range,review,rating,y_phone_key,g_phone_key,y_id_no,y_name,y_rating,y_review,y_price_range,y_reservations,y_category,g_place_id,g_name,g_rating,lat,lng,g_price_range
Sushi One,8906697,14162220303,0,2,82,4,14162220303,%2B14162220303,QePLHlU8MFaU2Sf9dzoLTg,Sushi One,3.5,153,$$,0,Sushi Bars,ChIJ7970DGUtK4gRloRJTDyYF-Q,Sushi One,4.1,43.7644231,-79.4120167,2
Sher-E-Punjab,8907338,14164652125,0,2,45,3.9,14164652125,%2B14164652125,uXzHDmzG5mTcjP7IctinKQ,Sher-E-Punjab,4,71,$$,0,Indian,ChIJ7a-goYfM1IkRcYTG7nOmPjQ,Sher-E-Punjab,4.5,43.6771367,-79.3529471,2
Sizzler Kabab,8900076,14165517786,0,1,14,3.4,14165517786,%2B14165517786,flEnFkUtW5YVowWbenXsSg,Sizzler Kabab,3,38,$,0,Indian,ChIJ7fGtb8E0K4gRqxFGjE-hYVg,Sizzler Kabab,4,43.656276,-79.399107,1
The Bull,8906859,14164852290,0,3,17,3.1,14164852290,%2B14164852290,b6mc6m1qForW6Uh5KRw_zg,The Bull: A Firkin Pub,3.5,32,$$,0,Pubs,ChIJ7RTa9jEzK4gRNrV2pwIZSeo,The Bull: A Firkin Pub,4.3,43.6965936,-79.3960819,2
Cora's Breakfast & Lunch,8905174,14165982672,0,2,118,4.1,14165982672,%2B14165982672,zJIv1GZogXv8j__XRyVi6A,Cora,3.5,152,$$,0,Breakfast & Brunch,ChIJ7U0WWNc0K4gRyFSZVDr2CGE,Cora,4.2,43.644543,-79.391564,2
Pentagram Bar & Grill,8908108,14166910469,0,2,4,2.9,14166910469,%2B14166910469,,,,,,,,ChIJ7W9MCRjM1IkRCnnex2VUJAY,J's Sports Bar & Grill,2.6,43.6885952,-79.3004499,1
Spin Dessert Cafe,8911212,14162557746,0,2,142,4.1,14162557746,%2B14162557746,q1qjPXe0C2VXTInnWNLudQ,D-Spot Dessert Cafe,4,28,$$,0,Desserts,ChIJ7x-UmtI3K4gRon9wB_FG9JM,D Spot Dessert Cafe Etobicoke,4.5,43.6232196,-79.5173811,0
Horseshoe Tavern,8910131,14165984226,0,3,31,3.4,14165984226,%2B14165984226,,,,,,,,ChIJ7XS3FNs0K4gRWU6Z5iAzsE0,Horseshoe Tavern,4.5,43.6490702,-79.3958951,1
Donatello,8906702,14165955001,0,3,80,4.1,14165955001,%2B14165955001,Q4RSmF0s-AkaegrLFCLEbg,Donatello Restaurant,3.5,145,$$$,0,Italian,ChIJ7ZeFXso0K4gRqGxxcej0DjY,Donatello Restaurant,4.2,43.6573166,-79.3834791,3
I Love Sushi,8905825,14163648833,0,2,50,2.8,14163648833,%2B14163648833,lRwpFFaFr3QQ5fGHkk3eXQ,I Love Sushi,1.5,61,$,0,Sushi Bars,ChIJ7Zpdu900K4gRU08vUL5WIv0,I Love Sushi,2.9,43.6479201,-79.401062,0
Tequila Bookworm,8904012,14165042334,0,2,51,3.9,14165042334,%2B14165042334,qNFHmH-qo7Ia2vv0IK72ug,Tequila Bookworm,3.5,93,$$,0,Bars,ChIJ7Zpnlt00K4gRiXG7HqjOTqc,Tequila Bookworm,4.4,43.6478503,-79.4016038,2
The Only Cafe,8906793,14164637843,0,2,58,4,14164637843,%2B14164637843,RXESkOgqAYGoujYTqy2KNg,The Only Cafe,4,98,$$,0,Pubs,ChIJ80rdAIfM1IkRwiKBeqPGgIA,The Only Cafe,4.6,43.6804711,-79.3378031,1
Life is Sweet,8907920,14166980555,0,1,28,4.1,14166980555,%2B14166980555,B9pY6CA5sF5gnN1KPaYyBg,Life is Sweet,4,24,$$,0,Bakeries,ChIJ81LhkK7O1IkRvZ3zlEvo2EU,Life Is Sweet,4.8,43.6720469,-79.2894001,0
Athens Pastries,16500684,14166949339,0,1,3,0,14166949339,%2B14166949339,9B2kV3k4t72mr-o4Ry_soQ,Athens Pastries,3.5,9,$,0,Coffee & Tea,ChIJ81UDIJXL1IkR3Gkepts_XzQ,Boardwalk Place,1.3,43.6627219,-79.3097264,0
Canyon Creek,8902649,14162961400,0,3,77,4,14162961400,%2B14162961400,YgKpIffhBCpIJgMT6xg01w,Canyon Creek Chophouse,3.5,98,$$$,0,Steakhouses,ChIJ88T0sqbR1IkRAt6jn1y0BgA,Canyon Creek Chophouse,4,43.77583,-79.26231,2
Touhenboku Ramen,8910890,14165516800,0,2,58,3.6,14165516800,%2B14165516800,0mGYvAFGxH9bGRqYHxS0BQ,Touhenboku Ramen Restaurant,3.5,116,$$,0,Ramen,ChIJ8dIuxiMzK4gR7brGQqEQb04,Touhenboku Ramen,4.2,43.7114177,-79.3990777,1
Celena's Bakery,8907775,14164252895,0,1,12,3.2,14164252895,%2B14164252895,dgw1r8twoCLRH45q1BOASg,Celena's Bakery,3,37,$$,0,Bakeries,ChIJ8dyUn2zM1IkR6rlk4fZs58A,Celena's Bakery,4.5,43.6855338,-79.314317,1
Buster's Sea Cove,8907977,14163699048,0,2,285,4.6,14163699048,%2B14163699048,RADloW1UROUn4FJFU4JJNg,Buster's Sea Cove,3.5,282,$$,0,Seafood,ChIJ8e5kMzDL1IkRCuD3KfDKPLE,Buster's Sea Cove,3.9,43.64825,-79.3714802,2
St. Urbain Bagel,8907951,14163648305,0,1,72,4.2,14163648305,%2B14163648305,stNrw07TeCOxOU1pnipVgA,St. Urbain Bagel Bakery,4,55,$,0,Bagels,ChIJ8e5kMzDL1IkRI1MdDvtKBI4,St Urbain Bagel Bakery,4.1,43.6484467,-79.3712057,1
Carousel Bakery,8907314,14163634247,0,1,126,4.4,14163634247,%2B14163634247,JCqB36SVDjTDsXp-4gBn9Q,Carousel Bakery,3.5,200,$,0,Sandwiches,ChIJ8e5kMzDL1IkRsxvqTaczazc,Carousel Bakery,3.9,43.6490516,-79.3717741,1
Bardi's Steak House,8905284,14163669211,0,4,31,3.4,14163669211,%2B14163669211,w_QyzxBhdYPlVwcasM0J3g,Bardi's Steak House,3.5,34,$$$,0,Steakhouses,ChIJ8egDCdM0K4gRgRsE2Ng9ttw,Bardi's Steakhouse,4.2,43.6461092,-79.3829548,0
Shark Club - Sports Bar & Grill,8906410,14165060753,0,3,60,3.3,14165060753,%2B14165060753,7Cm5SCTu7LePBCXTUaEiwQ,Shark Club Sports Bar & Grill,2.5,158,$$,0,Sports Bars,ChIJ8ex6zco0K4gR98ruwlozL34,Shark Club Sports Bar & Grill,3.8,43.6567455,-79.380484,2
El Trompo,8908350,14162600097,0,2,251,4.4,14162600097,%2B14162600097,Bf2fuqWbHd3L-X69FSMvmg,El Trompo Taco Bar,4,323,$$,0,Mexican,ChIJ8Su7-ME0K4gRK_OfqwTtE-4,El Trompo,4.3,43.6558485,-79.4024282,0
Pho Hung,8908522,14165934274,0,2,286,4.3,14165934274,%2B14165934274,Cp3YRVZojrCGeQS41Hf1pw,Pho Hung,3,442,$,0,Vietnamese,ChIJ8UEiwcM0K4gRKqBc4DFmv_w,Phở Hưng,4,43.6544331,-79.3989206,1
Orange Alert Coffee,8909976,14165918965,0,1,10,2.6,14165918965,%2B14165918965,oEfaL9_eJ9edNFqkOkvClw,Carafted Bean,4,14,$,0,Coffee & Tea,ChIJ8VqXVs80K4gRF2932sDVHBM,Carafted Bean Cafe,3.9,43.654454,-79.391382,0
Creme De La Creme,8909695,14162379414,0,2,82,4.1,14162379414,%2B14162379414,hjdKH8-hrV97anWxX0JBqQ,Creme De La Creme Cafe,3.5,62,$$,0,Breakfast & Brunch,ChIJ90aQHVQ2K4gRLh0OFqEkgqc,Creme De La Creme Cafe,4.3,43.64752,-79.509917,0
Sushi Kaji,8901409,14162522166,0,4,187,4.5,14162522166,%2B14162522166,w5axMYWy5bcY0tiqAnYeRg,Sushi Kaji Restaurant,4,147,$$$$,0,Sushi Bars,ChIJ91OGKDI2K4gR-8ZlUb7-PZU,Sushi Kaji Restaurant,4.7,43.6249366,-79.5099637,4
Akropolis Pastries,8905541,14164658175,0,1,19,3.8,14164658175,%2B14164658175,gEt2b4t34Zz3Q2HzkrT53g,Akropolis Pastries,4.5,18,$,0,Bakeries,ChIJ94Q_Y4TM1IkRjcrwK3oT99o,Akropolis Pastries & Pies,4.7,43.6793749,-79.3434362,1
Fabbrica,8903647,14163910307,0,3,174,4.1,14163910307,%2B14163910307,OBG1j517k7aZRNC1HAL0TA,Fabbrica,3.5,198,$$$,0,Italian,ChIJ97QqIXLN1IkRz3fbzaicIKE,Fabbrica Don Mills,4.1,43.7366646,-79.3446172,2
Rosewater,8904399,14162145888,0,4,138,4.1,14162145888,%2B14162145888,qhUSOEBEmHobLLwIBAW5Ng,Don Alfonso 1890,4,26,0,0,Italian,ChIJ9cDbNzLL1IkRI9sShIEK7QM,Rosewater Room,4.2,43.6504462,-79.3761188,0
Shawarma Empire,8902110,14162851337,0,1,71,4.2,14162851337,%2B14162851337,w83e1yhgX69WELkuZwOsoA,Shawarma Empire,4.5,168,$,0,Middle Eastern,ChIJ9d5MD_fN1IkRZDsSkVDarD4,Shawarma Empire,4.5,43.7431007,-79.3034546,1
Pulcinella,8911839,14162539959,0,4,66,3.9,14162539959,%2B14162539959,vxTV73VIhjskiFcI-9zLOg,Pulcinella,3.5,36,$$$,0,Italian,ChIJ9erV4UFIK4gR1acSwiForNE,Pulcinella Ristorante,4.4,43.5932981,-79.5378637,2
Kumo Sushi,8901331,14165038288,0,2,106,4.1,14165038288,%2B14165038288,aQXzyObFK-Frx1fM_hLhew,Kumo Japanese Restaurant,4,115,$$,0,Japanese,ChIJ9Q8L1Nc3K4gR9XzX8mpa2tE,Kumo Sushi,4.5,43.6150778,-79.5247446,2
Milestones,8901188,14162550464,0,3,66,3.9,14162550464,%2B14162550464,S2fqTAlKuieQ1ZE2t7r6_w,Milestones Restaurants,3.5,70,$$,0,Canadian (New),ChIJ9W7Ar9I3K4gRuP_apw_3QaQ,Milestones,4,43.6231519,-79.5152455,2
Tabule,8908938,14164833747,0,2,237,4.2,14164833747,%2B14164833747,ts_kVtBEAJsdmdoqxRDdRQ,Tabule Restaurant,4,240,$$,0,Middle Eastern,ChIJ9XmDyz4zK4gRDVYIxWHrasQ,Tabülè Middle Eastern Cuisine,4.4,43.7009554,-79.3969456,2
Maman,17714682,14162166767,0,1,24,3.8,14162166767,%2B14162166767,h_ypoQ2rmwX8UGSmohsGiQ,Maman,3.5,127,$$,0,Bakeries,ChIJ9y-dotI0K4gRaEbGQDdJkVU,Maman,4.2,43.6487247,-79.3827606,2
Mercatto,8904897,14163060467,0,3,122,4.1,14163060467,%2B14163060467,_AVXgkX4DiNQAQj_3tNhFQ,Locale Mercatto,3.5,101,$$,0,Italian,ChIJ9Z5gRs00K4gRozXt4PGK14o,Locale Mercatto,4.2,43.6500336,-79.3812091,3
Quinn's Steakhouse & Irish Bar - Sheraton Hotel,8904827,14163678466,0,4,74,4,14163678466,%2B14163678466,Vf_RHj0f1VViEF6OYnEfUA,Quinn's Steakhouse & Irish Bar,3.5,102,$$$,0,Irish,ChIJa-2hCM00K4gRFl4xp_eVBUs,Quinn's Steakhouse & Irish Bar,4.1,43.6509088,-79.3830805,2
Megas,8907199,14164667771,0,2,44,3.6,14164667771,%2B14164667771,43PeF0ERpSIiEbXM6f9N2g,Megas Restaurant,2.5,52,$$,0,Greek,ChIJA3lGJZzM1IkRT29FcKWt1vA,Megas Restaurant,4.2,43.6777913,-79.3515477,2
La Vecchia,8911932,14164890630,0,3,155,4.2,14164890630,%2B14164890630,59c3Cp-p5i18xFCKUuCkFQ,La Vecchia Ristorante,4,272,$$,0,Italian,ChIJa5o8oSMzK4gR5Lbbne-B_E8,La Vecchia Restaurant,4.3,43.7102105,-79.3989116,2
Thai House Cuisine,8907953,14166868541,0,2,50,3.9,14166868541,%2B14166868541,BdbdSzLfrsroWj5hsCXxDQ,Thai House Cuisine,3.5,36,$$,0,Thai,ChIJa7uSNQfM1IkRv7kPuoLsWJo,Thai House Cuisine,4.3,43.6708005,-79.2959885,1
244 Pizza & Wings,17730965,14162447777,0,1,10,3.6,14162447777,%2B14162447777,4zmB6a8s6F-u46JYVixmrg,244 Pizza & Wings,3.5,11,$,0,Pizza,ChIJaa_EKLU2K4gRVI_TeJzOSWs,244 Pizza & Wings,4.2,43.687246,-79.490401,1
La Forchetta Ristorante,8904443,14165343100,0,3,77,4,14165343100,%2B14165343100,_K03oh0gftzge5y-dku-6A,La Forchetta,4,46,$$$,0,Italian,ChIJaa4Z0fE0K4gRVOPFQLX4Ni4,La Forchetta,4.2,43.654906,-79.4145612,2
Dufflet Pastries,8910740,14164849080,0,1,25,3.6,14164849080,%2B14164849080,gErEiUuCzCKmRSqN7GjESQ,Dufflet Pastries,3.5,31,$$,0,Bakeries,ChIJabp0XSAzK4gRucYka2ry0_A,Dufflet Pastries - Uptown,4.4,43.7156763,-79.4006053,2
The Fox,8908668,14164800200,0,3,25,3.4,14164800200,%2B14164800200,-6GJMc_Ln7csmvWWvY2iug,The Fox and Firkin,3,36,$$,0,Pubs,ChIJAbtkTjszK4gRX-PRmg90pqE,The Fox: A Firkin Pub,4,43.7069749,-79.396386,2
The Big Carrot,8906762,14164662129,0,1,43,3.8,14164662129,%2B14164662129,yW19YczqSrYmWNsG4A6P1g,The Big Carrot Organic Juice Bar,3.5,116,$$$,0,Health Markets,ChIJAc4fhp7M1IkRIZahkWY2jXs,The Big Carrot,4.2,43.677573,-79.3527601,3
Everest Hakka House,8908379,14166401015,0,2,185,4.2,14166401015,%2B14166401015,Q4VYrJr_UPixyLXSnA4O2g,Everest Hakka House,4,141,$$,0,Indian,ChIJAdgnTRk2K4gRNJdOZmVrqmE,Everest Hakka House,4.3,43.616353,-79.488249,2
Japango,8907905,14166905959,0,2,54,3.8,14166905959,%2B14166905959,d_QHsjv4aPh2BKiHgk_Dcg,Japango Sushi & Noodle Restaurant,3.5,19,$$,0,Japanese,ChIJae3QuvNSV0AR_wkens2H-tw,Japango,4.3,43.670707,-79.2962569,2
P & M Restaurant,8911585,14162413838,0,2,20,3.5,14162413838,%2B14162413838,d8n3GDCngLLaKCxnFO_hTw,P & M Restaurant,4.5,18,$$,0,Diners,ChIJAQDUzNkwK4gRHsu8V8rIWRo,P&M Restaurant,4.7,43.700559,-79.5180646,2
Alexandros,8906570,14164613073,0,2,27,3.7,14164613073,%2B14164613073,FCqMWanlmta0fIGXWkSshQ,Alexandros Take-Out,3.5,39,$,0,Greek,ChIJaTZZXpzM1IkR5dIpOMoO7oI,Alexandros Take-Out,4.1,43.6783945,-79.3493661,1
TCJ Restaurant,8902420,14163689988,0,2,19,3.6,14163689988,%2B14163689988,AbQMlXCfWvMnNXADMaiMIw,TCJ Restaurant,3.5,63,$$,0,Japanese,ChIJAVfFBzTL1IkRYALezF22TBI,TCJ Restaurant,3.9,43.653401,-79.3753959,2
Java House,8904727,14165043025,0,1,106,3.8,14165043025,%2B14165043025,R3iom4lNTG-9A6qczf6V8w,Java House,3.5,175,$,0,Coffee & Tea,ChIJAW89Utw0K4gRiHIa-rYjxdY,Java House,4,43.647903,-79.399754,1
Pat's Homestyle,8905777,14163040767,0,1,69,4.2,14163040767,%2B14163040767,WF067eOghIq5_TXrcEPTFw,Pat's Homestyle Jamaican Restaurant,3.5,80,$,0,Caribbean,ChIJAWJtXuc0K4gRBjM8l3f125I,Pat's Homestyle Jamaican Restaurant,4.4,43.6475362,-79.4031942,0
The Homeway,17735524,14164883242,0,2,65,3.9,14164883242,%2B14164883242,WHHmwtzZoQbm2v9DbMlgFA,The Homeway,3,68,$$,0,Diners,ChIJaY41pygzK4gRLzM3lAZmLpY,The Homeway,4.3,43.712556,-79.3914948,2
Golden Wheat Bakery & Pastry,8905137,14165341107,0,2,18,3.6,14165341107,%2B14165341107,OBXZQtAe1wSJSJ6uPkkUtg,Golden Wheat Bakery & Pastry,4,30,$,0,Bakeries,ChIJAyzTsfE0K4gRSsCRPLVhgzs,Golden Wheat Bakery & Pastry,4.4,43.6551598,-79.4162368,1
Anatolia,8910348,14162070596,0,3,97,4.2,14162070596,%2B14162070596,bQm046mj02fKlNMvoS2SBg,Anatolia Restaurant,4,160,$$,0,Turkish,ChIJaz7WUKM3K4gR6sCdJEEnaRI,Anatolia Restaurant,4.3,43.6446955,-79.5329166,2
Taste Of Thailand,8910267,14162392824,0,2,77,4.1,14162392824,%2B14162392824,oz4oVv0yiPFdnKnTw01TGw,Taste of Thailand Cuisine,3.5,79,$$,0,Thai,ChIJazHy1JQ3K4gRYVlSC4nw10M,Taste Of Thailand Cuisine,4.2,43.6359223,-79.5407666,2
Kalyvia,8906947,14164633333,0,3,71,4,14164633333,%2B14164633333,ldUwLnF4grOEXE-LXN94QA,Kalyvia On the Danforth,3.5,56,$$,0,Greek,ChIJb_9jOZzM1IkRNBQ3aeVByZQ,Kalyvia,4.1,43.677908,-79.351171,2
Westwood Grill,8911110,14166048822,0,2,97,4.1,14166048822,%2B14166048822,wakI-46P1BLMnf4zdH3V2g,Westwood Grill,3,39,$$,0,Dim Sum,ChIJb-cj8Jo2K4gRQVgG4jAspMk,Westwood Grill Pan-Asian Cuisine,4,43.6599504,-79.4796574,2
Aji Sai,8906721,14164692124,0,2,42,3.9,14164692124,%2B14164692124,LHt5Czj7B4rspfOuuxKjwQ,Aji Sai Japanese Restaurant,3.5,23,$$,0,Japanese,ChIJb0rGEITM1IkRlRlLCHsmovY,Aji Sai Japanese Restaurant,4.1,43.679331,-79.341677,0
Her Majesty's Pleasure,8911041,14165464991,0,2,9,3.4,14165464991,%2B14165464991,NrFUNV-d6B059YaNLyXJ4w,Her Majesty's Pleasure,3,187,$$$,0,Hair Salons,ChIJb1qGv940K4gRX2BB1vIh6s0,Her Majesty's Pleasure,3.3,43.6448556,-79.3988599,0
Soma Chocolate Maker,8910317,14165997662,0,1,106,4.5,14165997662,%2B14165997662,RNvVqnX-BLyT4Oe6FIyeJQ,Soma Chocolatemaker,4.5,193,$$,0,Chocolatiers & Shops,ChIJb2RuZ9k0K4gRmYrsUINUxo0,SOMA Chocolatemaker,4.7,43.645167,-79.39576,3
Mr. Sub,8910542,14162609662,0,1,12,3.1,14162609662,%2B14162609662,VtiVYhPZRmrXxMcDKT85xA,Mr. Sub,3,6,$,0,Sandwiches,ChIJB3lHKs80K4gRnufm4mGYPsA,Mr.Sub,3.6,43.6545779,-79.3888123,1
Johnny's Shawarma,8901507,14162987917,0,1,51,4,14162987917,%2B14162987917,nXoShX5FzJiFFD07aANiVw,Johnny's Shawarma,4,66,$,0,Middle Eastern,ChIJb6AN0o3R1IkRZHkD4fw6P70,Johnny's Shawarma,4.5,43.7668618,-79.2818753,1
Ha Gow Dim Sum House,8908145,14164618294,0,2,38,3.9,14164618294,%2B14164618294,c4-w_6Xv4i2qRE3c4Qas7w,Ha Gow Dim Sum House,4,95,$,0,Dim Sum,ChIJb7oICIfM1IkR60wAAqlf0p8,Ha Gow Dim Sum House,4,43.6804995,-79.3375727,1
Golden Star Noodle Restaurant,8901887,14162418888,0,2,5,3.4,14162418888,%2B14162418888,Yq0qt43HcA-eHw3Gu_bjSw,Golden Star Noodle Restaurant,3.5,3,0,0,Chinese,ChIJB7XBqjwxK4gRRe4m0badkGk,Golden Star Noodle Restaurant,4.1,43.7031643,-79.5040883,0
Vietnam Noodle Star,8900544,14166099796,0,1,48,3.7,14166099796,%2B14166099796,G6EkDTXZ6zMUovg7JTG4YQ,Vietnam Noodle Star,3.5,195,$$,0,Vietnamese,ChIJB8EHrF_R1IkRv17ZULnD-es,Vietnam Noodle Star,3.8,43.8046354,-79.2873289,1
Artisano Bakery Cafe,8910007,14162079940,0,1,92,4,14162079940,%2B14162079940,IHCaTeKF5-qul1V8IZ834g,Artisano Bakery,3.5,65,$$,0,Bakeries,ChIJB8KJAcs3K4gRm6ausr3Jkik,Artisano Bakery Café Ltd.,4,43.6309432,-79.5182499,2
Mezza Notte Trattoria,8908524,14162222888,0,3,113,3.9,14162222888,%2B14162222888,WrKAFRFcx6GiLYR4Pshtgg,Mezza Notte Trattoria,3,50,$$,0,Italian,ChIJB9o9gW0tK4gRM-p7yY4KbhA,Mezza Notte Trattoria,4.1,43.772727,-79.414129,2
Good Bite,8910928,14164838432,0,2,53,3.9,14164838432,%2B14164838432,8GcBqziFqPkz5YSuXx-tSA,Good Bite Restaurant,3.5,49,$,0,Diners,ChIJBa5kxiMzK4gR6_ClFK7oHoY,Good Bite Restaurant,4.3,43.7114858,-79.3990119,1
Il Paesano Pizzeria,8909982,14162590440,0,2,112,4.1,14162590440,%2B14162590440,,,,,,,,ChIJBacavxNIK4gR_xxoRNIB4W0,Il Paesano Pizzeria & Restaurant,4.4,43.601186,-79.545347,0
Crystal Sea Food,17731709,14166566632,0,2,4,3.1,14166566632,%2B14166566632,,,,,,,,ChIJbf6B4ZEzK4gRd4TSqSOWh2M,Crystal's Eatery,4.1,43.6926888,-79.4412273,1
The Real McCoy,8900462,14164396804,0,1,179,4.4,14164396804,%2B14164396804,P87jyPn6MkeO-zo3EZWL8A,The Real McCoy Burgers & Pizza,4,144,$,0,Burgers,ChIJBQBqCVnQ1IkR33DiwY5Xeps,The Real McCoy,4.5,43.7740605,-79.230389,1
St. Clair Ice Cream,17738067,14166945811,0,1,20,3.7,14166945811,%2B14166945811,yVmQAAYK6vFxtA26HZHWGw,St Clair Ice Cream,4.5,19,$,0,Ice Cream & Frozen Yogurt,ChIJBR144CHM1IkRFeAtkVvhecs,St Clair Ice Cream Ltd,4.6,43.6895623,-79.2950183,1
Rachel's Coffee House,8907241,14165450000,0,1,18,3.6,14165450000,%2B14165450000,#NAME?,Rachel's Coffee House,4,75,$$,0,Coffee & Tea,ChIJbSKUMjkzK4gRbGRqoFh3ZTM,Rachel's Coffeehouse,4.5,43.7010099,-79.396956,0
San Francesco Foods,8911256,14165347867,0,1,55,4.1,14165347867,%2B14165347867,NOKaVqvi4hI8RgGjFCFIAg,San Francesco Foods - Clinton,4,42,$,0,Italian,ChIJBSNJ0O80K4gR9lrbUs0Wr0E,San Francesco Foods,4,43.6539343,-79.4134437,2
Melanie's Bistro,8907970,14164221870,0,3,60,4,14164221870,%2B14164221870,cHIhw4siparWV4yDiScGPg,The Ellery,4.5,12,0,0,Breakfast & Brunch,ChIJbVuxDE_N1IkRlThjQBCP5aI,The Ellery,4.8,43.6849185,-79.3172223,0
The Ellery,18742553,14164221870,0,1,1,0,14164221870,%2B14164221870,cHIhw4siparWV4yDiScGPg,The Ellery,4.5,12,0,0,Breakfast & Brunch,ChIJbVuxDE_N1IkRlThjQBCP5aI,The Ellery,4.8,43.6849185,-79.3172223,0
Patrician Grill,8905846,14163664841,0,2,67,3.9,14163664841,%2B14163664841,E8xAQF1p5kcPYoSpiiwr8Q,Patrician Grill,3.5,51,$,0,Diners,ChIJBxFpnTDL1IkReXsnWnu0zBQ,Patrician Grill,4.6,43.6509842,-79.3690271,1
Duke Of Richmond,8906924,14163407887,0,3,46,3.8,14163407887,%2B14163407887,QyvDY1cMrj0EXKUiPs9A4w,Duke of Richmond,3,48,$$,0,Pubs,ChIJbYiVy8w0K4gRxdGuQT2paQc,Duke of Richmond,3.9,43.652521,-79.3806092,2
Yanagi Sushi,18275554,14164691524,0,2,2,0,14164691524,%2B14164691524,CIsHnoLZHT24xwyT7FO09g,Yanagi Sushi,4,66,$$,0,Japanese,ChIJBykub2XM1IkRWPkWccunPWQ,Yanagi Sushi,4.5,43.683203,-79.324919,2
Dough Bakeshop,8907388,14164652253,0,1,34,3.9,14164652253,%2B14164652253,14I5aGqNXvHLKSKS8PAV_w,Dough Bakeshop,4,33,$$,0,Bakeries,ChIJbZG-lJ_M1IkRD9QGA69RiMc,Dough Bakeshop,4.3,43.6764735,-79.3566483,2
Bistro Camino,8907527,14166980283,0,3,29,3.9,14166980283,%2B14166980283,lFva3eDk1GRvJAWKknQKig,Bistro Camino,4.5,19,$$,0,French,ChIJc0ikbSLM1IkRdZSzHNQJsCU,Camino Bistro,4.7,43.6893031,-79.2974222,2
Off The Hook,8909399,14164654356,0,2,105,4.3,14164654356,%2B14164654356,IBZ6e3P0OqcPXVjvGlpueQ,Off The Hook Fishbar,3.5,139,$$,0,Fish & Chips,ChIJC4EWBaDM1IkRsStFF5i7sgs,Off The Hook Fishbar,4.5,43.6759119,-79.3583481,2
Cafe Plenty,8909909,14165857842,0,1,30,3.5,14165857842,%2B14165857842,JqtEhMEVgG8Jx1k1EHISzA,Cafe Plenty,4,25,$,0,Coffee & Tea,ChIJc75wy8g0K4gRCLelyLID3w8,Cafe Plenty,4.3,43.6547278,-79.3894554,1
Anoush,8910571,14162171111,0,1,11,2.7,14162171111,%2B14162171111,XWf49CJWn1DtR3vq1goVhQ,Anoush Middle Eastern Cuisine,4,7,0,0,Mediterranean,ChIJc75wy8g0K4gRdpQtBHN0Cf8,Anoush Shawarma & Falafel,4.1,43.6548769,-79.3893998,1
Fratelli Village Pizzeria,8901011,14162832112,0,3,123,4.1,14162832112,%2B14162832112,9DHE9JieR80pYkpyr19iZQ,Fratelli Village Pizzeria,4,104,$$,0,Pizza,ChIJc7jdRUTa1IkRcID6lADDmm0,Fratelli Village Pizzeria,4.4,43.784063,-79.1698905,2
ZIBA Berlin Döner,18980987,14164662422,0,1,2,0,14164662422,%2B14164662422,3Q1tXKfNsCDI6C6qaTUFiA,ZIBA Berlin Döner,4,26,$$,0,Kebab,ChIJcakCeT7L1IkRjGIA6ex1xKI,ZIBA Berlin Döner,4.2,43.6663958,-79.3169353,0
Star Buzz Lounge,8907659,14165518070,0,2,2,0,14165518070,%2B14165518070,kapb0hlU9WaRciekBDfsSQ,Starbuzz Lounge And Grill,2.5,3,$$,0,Hookah Bars,ChIJcco-XyrL1IkRxCzGlDYp_og,Middle East Coffee Shop,5,43.6650163,-79.3525913,0
Tim Hortons,8906568,14163631055,0,1,16,3.2,14163631055,%2B14163631055,SJJlpzpcL09Qdjr5MaKAWA,Tim Hortons,3,15,$,0,Coffee & Tea,ChIJcfAUD9M0K4gRaEg0EJkSGKo,Tim Hortons,4,43.6461046,-79.3825715,1
Chipotle,8904105,14165968600,0,2,497,4.5,14165968600,%2B14165968600,gOBxVkHpqtjRRxHBIrpnMA,Chipotle Mexican Grill,3.5,224,$$,0,Mexican,ChIJcfbYz8o0K4gRUY0e-6eIcLs,Chipotle Mexican Grill,4.2,43.6568874,-79.3808684,1
Triple Triple,8908710,14166533030,0,1,2,3.4,14166533030,%2B14166533030,NfWzovc-t1JKJH-hvHiI6A,Triple Triple Pizza & Chicken,3.5,7,$,0,Pizza,ChIJcQ-vdFQxK4gRuV5o11oVLyo,Triple Triple Pizza & Chicken,3.8,43.6898693,-79.4757058,1
Astoria Shish Kebob House,8906842,14164632838,0,2,244,4.3,14164632838,%2B14164632838,6u-x45q0ETB7SQTAAuKSHw,Astoria Shish Kebob House,3,181,$$,0,Greek,ChIJcQ9eL5zM1IkR36YgvNsodWw,Astoria Shish Kebob House - Danforth,4,43.6777658,-79.3517738,2
Kupfert & Kim,8908036,14165041233,0,2,46,3.9,14165041233,%2B14165041233,kemSq9mBxmPaKHQrUXPJ_g,Kupfert & Kim,4,123,$$,0,Vegetarian,ChIJCQfekzLL1IkRfbmoDnT21Uo,Kupfert & Kim,4.3,43.6485365,-79.3820395,2
Alleycatz,8910840,14164816865,0,3,56,3.5,14164816865,%2B14164816865,GRTKpAPV523YqJpD3g4VOg,Alleycatz Restaurant Jazz Bar,2.5,102,$$,0,Greek,ChIJCRklpyMzK4gRqsvtmBEF6Os,ALLEYCATZ RESTAURANT JAZZ BAR,3.8,43.7103811,-79.39851,2
